Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2012;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Curuputuba;SP;2.139;2.493.219
01/2012;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;5.467;3.673.714
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;Aracruz;ES;João Monlevade;MG;121;60.623
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;4.322;2.165.408
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;27.113;3.913.111
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;6.041;1.233.210
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;316;45.923
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;1.334;705.749
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;9.447;4.975.300
01/2012;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;982;658.800
01/2012;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;4.871;1.088.329
01/2012;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Eldorado;MG;22.707;5.401.292
01/2012;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;869;216.698
01/2012;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;8.356;3.619.076
01/2012;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Governador Valadares;MG;472;164.427
01/2012;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;19.775;13.266.573
01/2012;EFVM;Prd. Siderúrgicos - Outros;Pedro Nolasco;ES;Capitão Eduardo;MG;1.507;983.170
01/2012;EFVM;Prd. Siderúrgicos - Outros;Tubarão;ES;Ouro Branco;MG;1.619;1.086.148
01/2012;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Tubarão;ES;43;18.624
01/2012;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;90.176;60.496.914
01/2012;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Governador Valadares;MG;750;261.272
01/2012;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;2.590;1.737.569
01/2012;EFVM;Prd. Siderúrgicos - Tarugo;Pedro Nolasco;ES;João Monlevade;MG;5.625;2.975.889
01/2012;EFVM;Toras de Madeira;Colatina;ES;Aracruz;ES;2.592;268.510
01/2012;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;24.758;2.689.561
01/2012;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;31.568;5.390.867
01/2012;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;17.386;9.656.844
01/2012;FCA;Açúcar;São Joaquim da Barra;SP;Santos;SP;8.272;5.245.995
01/2012;FCA;Álcool;Ribeirão Preto;SP;Paulínia;SP;2.188;599.740
01/2012;FCA;Álcool;Uberlândia;MG;Paulínia;SP;11.807;6.889.420
01/2012;FCA;Álcool;Uberlândia;MG;Tubarão;ES;346;507.298
01/2012;FCA;Álcool;Valefertil;MG;Embiruçu;MG;579;432.696
01/2012;FCA;Álcool;Zelândia;MG;Embiruçu;MG;1.811;1.127.203
01/2012;FCA;Areia;Eng. Helio Martins;GO;Brasília;DF;5.749;905.077
01/2012;FCA;Areia;Ipameri;GO;Brasília;DF;943;274.332
01/2012;FCA;Areia;Roncador Novo;GO;Brasília;DF;5.599;1.369.331
01/2012;FCA;Bauxita;Barão de Camargo;MG;Barão de Angra;RJ;45.292;8.267.873
01/2012;FCA;Bauxita;Bauxita;MG;Alumínio;SP;54.180;15.159.293
01/2012;FCA;Cal;Nova Granja;MG;Capitão Eduardo;MG;22.295;690.097
01/2012;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;17.268;27.026.682
01/2012;FCA;Calcário Britado;Arcos;MG;Intendente Câmara;MG;8.432;4.647.962
01/2012;FCA;Calcário Britado;Arcos;MG;Tubarão;ES;1.438;1.415.481
01/2012;FCA;Calcário Britado;Matozinhos;MG;Intendente Câmara;MG;20.522;5.620.381
01/2012;FCA;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;45.944;12.582.730
01/2012;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;91.655;42.757.791
01/2012;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;18.935;10.437.521
01/2012;FCA;Calcário Siderúrgico;Matozinhos;MG;Capitão Eduardo;MG;24.910;1.419.197
01/2012;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;5.042;1.380.858
01/2012;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;4.758;858.001
01/2012;FCA;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;19.740;13.955.825
01/2012;FCA;Calcário Siderúrgico;Morro Grande;ES;Pedro Nolasco;ES;1.764;279.550
01/2012;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;12.513;12.425.196
01/2012;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;28.039;13.080.418
01/2012;FCA;Cloreto de Potássio;Bunge Araxa;MG;Cubatão;SP;17.235;15.318.261
01/2012;FCA;Cloreto de Potássio;Fosfago;GO;Cubatão;SP;62.579;62.718.175
01/2012;FCA;Cloreto de Potássio;Santos;SP;Valefertil;MG;412;289.813
01/2012;FCA;Cobre;Barrinha;BA;Copec;BA;7.011;3.138.993
01/2012;FCA;Cobre;General Curado;GO;Pedro Nolasco;ES;16.851;29.539.162
01/2012;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Barra Mansa;RJ;2.503;1.167.670
01/2012;FCA;Contêiner Cheio de 20 Pés;General Curado;GO;Boa Vista Nova;SP;2.343;2.276.276
01/2012;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;19.621;13.361.156
01/2012;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;443;430.384
01/2012;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;2.756;2.677.515
01/2012;FCA;Cromita;Campo Formoso;BA;Irapui;BA;10.274;3.959.476
01/2012;FCA;Cromita;Itiuba;BA;Irapui;BA;18.750;5.662.106
01/2012;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;30.632;14.290.073
01/2012;FCA;Dolomita;Capitão Eduardo;MG;Intendente Câmara;MG;544;117.992
01/2012;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;20.803;21.242.671
01/2012;FCA;Enxofre;Piaçaguera;SP;Bunge Araxa;MG;7.831;6.975.064
01/2012;FCA;Enxofre;Piaçaguera;SP;Valefertil;MG;80.576;55.846.582
01/2012;FCA;Enxofre;Valefertil;MG;Bunge Araxa;MG;2.956;584.126
01/2012;FCA;Farelo de Soja;Brejo Alegre;MG;Santos;SP;2.591;2.389.858
01/2012;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;24.804;34.940.056
01/2012;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;5.268;9.221.998
01/2012;FCA;Farelo de Soja;Uberlândia;MG;Tubarão;ES;15.588;22.854.783
01/2012;FCA;Fosfato;Catalão;GO;Cubatão;SP;59.072;58.730.799
01/2012;FCA;Fosfato;Catalão;GO;Valefertil;MG;61.098;18.515.321
01/2012;FCA;Fosfato;Uberlândia;MG;Paulínia;SP;13.002;7.586.706
01/2012;FCA;Gasolina;Candeias;BA;Montes Claros;MG;3.616;3.871.271
01/2012;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;5.473;1.970.071
01/2012;FCA;Gasolina;Embiruçu;MG;Montes Claros;MG;3.920;2.194.808
01/2012;FCA;Gasolina;Paulínia;SP;Estação Pool;GO;438;442.462
01/2012;FCA;Gasolina;Paulínia;SP;Ribeirão Preto;SP;440;120.606
01/2012;FCA;Gasolina;Replan;SP;Brasília;DF;2.384;2.501.998
01/2012;FCA;Gasolina;Replan;SP;Embiruçu;MG;3.136;3.695.886
01/2012;FCA;Gasolina;Replan;SP;Estação Pool;GO;745;759.387
01/2012;FCA;Grãos - Milho;Uberlândia;MG;Tubarão;ES;2.571;3.769.543
01/2012;FCA;LAB;Copec;BA;Vespasiano;MG;3.132;5.050.685
01/2012;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;13.628;13.967.024
01/2012;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;3.282;1.989.686
01/2012;FCA;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;11.424;2.477.843
01/2012;FCA;Minério de Ferro;Capitão Eduardo;MG;Tubarão;ES;6.240;4.056.056
01/2012;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;155.223;48.020.409
01/2012;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;6.828;2.457.820
01/2012;FCA;Óleo Diesel;Embiruçu;MG;Montes Claros;MG;6.332;3.545.287
01/2012;FCA;Óleo Diesel;Embiruçu;MG;Pedreira Rio das Velhas;MG;9.382;365.888
01/2012;FCA;Óleo Diesel;Paulínia;SP;Estação Pool;GO;1.753;1.770.860
01/2012;FCA;Óleo Diesel;Replan;SP;Brasília;DF;1.596;1.674.996
01/2012;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;1.531;1.560.567
01/2012;FCA;Óleo Diesel;Replan;SP;Ribeirão Preto;SP;2.054;581.750
01/2012;FCA;Outras - Carga Geral Não Conteinerizada;Prudente de Morais;MG;Tubarão;ES;2.640;1.902.178
01/2012;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;31.217;21.304.854
01/2012;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Brasília;DF;6.897;7.238.374
01/2012;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Estação Pool;GO;25.774;26.271.748
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Candeias;BA;Governador Valadares;MG;244;466.640
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Candeias;BA;Montes Claros;MG;6.561;7.024.174
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Divinopolis;MG;349;45.770
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Montes Claros;MG;258;144.454
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Wilson Lobato;MG;251;24.517
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Replan;SP;Araguari;MG;929;593.874
01/2012;FCA;Outros - Combust, deriv. Petro., alcool;Replan;SP;Uberaba;MG;1.221;566.272
01/2012;FCA;Pedras em Blocos e Placas;Brumado;BA;Pedro Nolasco;ES;306;505.118
01/2012;FCA;Pedras em Blocos e Placas;Carmo da Mata;MG;Pedro Nolasco;ES;434;376.419
01/2012;FCA;Prd. Siderúrgicos - Outros;Embiruçu;MG;Eldorado;MG;144;1.655
01/2012;FCA;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Pedreira Rio das Velhas;MG;1.688;48.113
01/2012;FCA;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Tubarão;ES;482;323.894
01/2012;FCA;Soja;Araguari;MG;Tubarão;ES;2.121;3.010.850
01/2012;FCA;Soja;Brejo Alegre;MG;Santos;SP;33.561;30.955.626
01/2012;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;8.267;11.645.275
01/2012;FCA;Soja;Uberlândia;MG;Tubarão;ES;38.894;57.025.527
01/2012;FCA;Toras de Madeira;Araguaia;ES;Aracruz;ES;4.608;882.819
01/2012;FCA;Toras de Madeira;Esplanada;BA;Copec;BA;37.215;5.700.222
01/2012;FCA;Toras de Madeira;Morro Grande;ES;Aracruz;ES;3.924;1.100.690
01/2012;FNSTN;Minério de Ferro;Guaraí;TO;Açailândia;MA;81.246;45.660.252
01/2012;FNSTN;Minério de Ferro;Porto Nacional;TO;Açailândia;MA;12.222;8.830.395
01/2012;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;6.184;341.734
01/2012;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;133.752;10.549.555
01/2012;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;62.338;4.366.839
01/2012;FTC;Carvão Mineral;Tubarão;SC;Capivari;SC;1.592;7.411
01/2012;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;23.568;1.521.456
01/2012;FTL;Álcool;Babaçu;MA;Itaqui;MA;329;109.935
01/2012;FTL;Alumínio;Alumar;MA;Itaqui;MA;4.752;110.009
01/2012;FTL;Alumínio;Alumar;MA;Mucuripe;CE;5.375;6.434.906
01/2012;FTL;Alumínio;Alumar;MA;Pecem;CE;45;51.565
01/2012;FTL;Calcário Britado;Aracapé;CE;Itaqui;MA;11.902;14.409.192
01/2012;FTL;Calcário Corretivo;Crateus;CE;Itaqui;MA;5.000;3.762.485
01/2012;FTL;Cimento acondicionado;Sobral;CE;Mucuripe;CE;10.888;2.834.016
01/2012;FTL;Cimento acondicionado;Sobral;CE;Teresina;PI;4.968;2.483.523
01/2012;FTL;Clínquer;Sobral;CE;Fábrica Votorantim Pecém;CE;1.493;295.917
01/2012;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Itaqui;MA;441;515.544
01/2012;FTL;Contêiner Vazio de 20 Pés;Itaqui;MA;Pecem;CE;9;10.521
01/2012;FTL;Contêiner Vazio de 40 Pés;Itaqui;MA;Pecem;CE;7;8.183
01/2012;FTL;Coque;Mucuripe;CE;Sobral;CE;4.153;1.080.976
01/2012;FTL;Farinha de Trigo;Mucuripe;CE;Cinco Pontas;PE;398;449.843
01/2012;FTL;Farinha de Trigo;Mucuripe;CE;Sobral;CE;90;23.426
01/2012;FTL;Farinha de Trigo;Mucuripe;CE;Timon;MA;443;339.910
01/2012;FTL;Ferro Gusa;Carga Ferro Gusa e Cruz;MA;Acarape;CE;1.500;1.800.524
01/2012;FTL;Gasolina;Itaqui;MA;Teresina;PI;11.132;5.122.390
01/2012;FTL;Gasolina;Mucuripe;CE;Murity;CE;2.332;1.406.665
01/2012;FTL;Gasolina;Mucuripe;CE;Teresina;PI;970;737.386
01/2012;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;23.807;10.954.791
01/2012;FTL;Óleo Diesel;Mucuripe;CE;Murity;CE;1.404;846.894
01/2012;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;4.310;3.055.286
01/2012;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;22.619;11.174.773
01/2012;MRS;Areia;Caçapava;SP;Água Branca;SP;6.251;842.585
01/2012;MRS;Areia;Caçapava;SP;Mooca;SP;3.001;385.418
01/2012;MRS;Areia;Curuputuba;SP;Mooca;SP;30.615;5.149.596
01/2012;MRS;Areia;Curuputuba;SP;Santo André;SP;15.360;2.802.401
01/2012;MRS;Areia;Curuputuba;SP;São Bento;SP;20.736;2.393.162
01/2012;MRS;Areia;Roseira;SP;Mooca;SP;13.705;2.442.094
01/2012;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;120.096;81.529.933
01/2012;MRS;Calcário Siderúrgico;Dr. Joaquim Murtinho;MG;Siderúrgica do Atlântico;RJ;18.742;8.752.870
01/2012;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;201.824;24.016.248
01/2012;MRS;Celulose;Santos;SP;São Silvestre;SP;4;446
01/2012;MRS;Celulose;São Silvestre;SP;Santos;SP;71.712;8.000.908
01/2012;MRS;Cimento a Granel;Barbacena;MG;Deodoro;RJ;4.865;2.783.797
01/2012;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;3.509;2.745.407
01/2012;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;19.392;12.636.312
01/2012;MRS;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;5.328;4.246.539
01/2012;MRS;Cimento a Granel;Wilson Lobato;MG;Deodoro;RJ;7.663;4.957.364
01/2012;MRS;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;13.037;27.612.561
01/2012;MRS;Cimento acondicionado;Arará;RJ;Volta Redonda;RJ;210;30.379
01/2012;MRS;Cimento acondicionado;Barbacena;MG;Eng. São Paulo;SP;1.728;1.113.312
01/2012;MRS;Cimento acondicionado;Barbacena;MG;Santo André;SP;1.296;1.013.977
01/2012;MRS;Cimento acondicionado;Barbacena;MG;São José dos Campos;SP;1.080;585.490
01/2012;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;2.660;1.411.232
01/2012;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;12.269;1.774.870
01/2012;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;2.511;904.153
01/2012;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;2.152;507.853
01/2012;MRS;Cimento acondicionado;Wilson Lobato;MG;Arará;RJ;432;288.999
01/2012;MRS;Cimento acondicionado;Wilson Lobato;MG;São José dos Campos;SP;445;328.013
01/2012;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Dias Tavares;MG;12;3.522
01/2012;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.401;343.380
01/2012;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Ouro Fino;SP;1.481;74.251
01/2012;MRS;Contêiner Cheio de 20 Pés;Dr. Joaquim Murtinho;MG;Arará;RJ;54;26.011
01/2012;MRS;Contêiner Cheio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;326;79.901
01/2012;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Eng. Neiva;SP;288;71.293
01/2012;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Ouro Fino;SP;1.508;79.294
01/2012;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Arará;RJ;8.659;4.768.332
01/2012;MRS;Contêiner Cheio de 20 Pés - Perigoso;Santos;SP;Eng. Neiva;SP;833;206.203
01/2012;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Dias Tavares;MG;706;207.193
01/2012;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.255;459.646
01/2012;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.121;274.752
01/2012;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Ouro Fino;SP;7.944;398.280
01/2012;MRS;Contêiner Cheio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;111;27.206
01/2012;MRS;Contêiner Cheio de 40 Pés;Eng. Neiva;SP;Santos;SP;16;3.961
01/2012;MRS;Contêiner Cheio de 40 Pés;Ouro Fino;SP;Conceiçãozinha;SP;5.937;297.657
01/2012;MRS;Contêiner Cheio de 40 Pés;Ouro Fino;SP;Santos;SP;258;13.566
01/2012;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Conceiçãozinha;SP;975;35.536
01/2012;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Eng. Neiva;SP;33;8.169
