Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2006;EFC;Óleo Diesel;Itaqui Base Combustível;MA;Marabá;PA;12.527;9.282.507
01/2006;EFPO;Adubo Orgânico a Granel;D Pedro II;PR;Cascavel;PR;518;381.248
01/2006;EFPO;Adubo Orgânico a Granel;Desvio Ribas;PR;Cascavel;PR;2.701;1.366.706
01/2006;EFPO;Adubo Orgânico acondicionado;D Pedro II;PR;Cascavel;PR;4.977;3.663.072
01/2006;EFPO;Calcário Corretivo;Tranqueira;PR;Cascavel;PR;5.733;3.829.644
01/2006;EFPO;Cimento a Granel;Itaperussu;PR;Cascavel;PR;1.623;1.097.148
01/2006;EFPO;Cimento acondicionado;Rio Branco do Sul;PR;Cascavel;PR;6.328;4.328.352
01/2006;EFPO;Cloreto de Potássio;D Pedro II;PR;Cascavel;PR;1.592;1.171.712
01/2006;EFPO;Cloreto de Potássio;Desvio Ribas;PR;Cascavel;PR;952;481.712
01/2006;EFPO;Contêiner Cheio de 40 Pés;Cascavel;PR;D Pedro II;PR;2.277;1.675.872
01/2006;EFPO;Contêiner Cheio de 40 Pés;Cascavel;PR;Uvaranas;PR;2.470;1.294.280
01/2006;EFPO;Farelo de Soja;Guarapuava;PR;São Francisco do Sul;SC;1.671;1.007.613
01/2006;EFPO;Fosfato;Desvio Ribas;PR;Cascavel;PR;2.939;1.487.134
01/2006;EFPO;Grãos - Milho;Cantagalo;PR;D Pedro II;PR;4.283;3.152.288
01/2006;EFPO;Grãos - Milho;Cascavel;PR;D Pedro II;PR;24.538;18.059.968
01/2006;EFPO;Grãos - Milho;Cascavel;PR;Estrela;RS;4.420;5.520.580
01/2006;EFPO;Grãos - Milho;Cascavel;PR;Passo Fundo;RS;3.957;5.436.918
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;Araucária Carga;PR;683;413.898
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;D Pedro II;PR;41.590;30.610.240
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;Desvio Ribas;PR;12.364;6.256.184
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;Diretor Pestana;RS;1.725;2.323.575
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;Iguaçu;PR;90;56.250
01/2006;EFPO;Grãos - Trigo;Cascavel;PR;Tatui;SP;14.618;9.527.588
01/2006;EFPO;Óleo Vegetal;Cascavel;PR;D Pedro II;PR;44;32.384
01/2006;EFPO;Outros - adubos e Fertilizantes;D Pedro II;PR;Cascavel;PR;474;348.864
01/2006;EFPO;Soja;Cascavel;PR;D Pedro II;PR;2.490;1.832.640
01/2006;EFPO;Soja;Cascavel;PR;Desvio Ribas;PR;170;86.020
01/2006;EFPO;Ureia;Araucária Carga;PR;Cascavel;PR;1.095;663.570
01/2006;EFVM;Açúcar;Lagoa Prata;MG;Pedro Nolasco;ES;2.860;2.688.400
01/2006;EFVM;Amônia;Tubarão;ES;Araguari;MG;1.447;2.079.339
01/2006;EFVM;Amônia;Tubarão;ES;Três Coracoes;MG;2.771;3.056.413
01/2006;EFVM;Amônia;Tubarão;ES;Valefertil;MG;14.278;20.731.656
01/2006;EFVM;Calcário Britado;Matozinhos;MG;Intendente Câmara;MG;12.911;3.473.059
01/2006;EFVM;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;56.098;15.090.362
01/2006;EFVM;Calcário Siderúrgico;Gongo Soco;MG;Tubarão;ES;16.836;10.269.960
01/2006;EFVM;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;4.989;1.342.041
01/2006;EFVM;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;5.440;957.440
01/2006;EFVM;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;32.515;22.923.075
01/2006;EFVM;Calcário Siderúrgico;Prudente de Morais;MG;Tubarão;ES;12.038;8.631.246
01/2006;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;21.974;11.558.324
01/2006;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;275.785;120.242.260
01/2006;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;136.651;91.419.519
01/2006;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;77.228;28.497.132
01/2006;EFVM;Cimento acondicionado;Tubarão;ES;Governador Valadares;MG;480;156.000
01/2006;EFVM;Cloreto de Potássio;Tubarão;ES;Três Coracoes;MG;3.394;3.743.582
01/2006;EFVM;Cloreto de Potássio;Tubarão;ES;Valefertil;MG;5.380;7.811.760
01/2006;EFVM;Cloreto de Potássio;Tubarão;ES;Varginha;MG;3.856;4.388.128
01/2006;EFVM;Contêiner Cheio de 20 Pés;Parque Industrial;MG;Pedro Nolasco;ES;716;494.040
01/2006;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Couto e Silva;MG;176;124.256
01/2006;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;General Curado;GO;74;130.314
01/2006;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Mário Carvalho;MG;1.387;622.763
01/2006;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Parque Industrial;MG;282;194.580
01/2006;EFVM;Contêiner Cheio de 40 Pés;Parque Industrial;MG;Pedro Nolasco;ES;12;8.280
01/2006;EFVM;Contêiner Cheio de 40 Pés;Pedro Nolasco;ES;Couto e Silva;MG;408;288.048
01/2006;EFVM;Contêiner Cheio de 40 Pés;Pedro Nolasco;ES;General Curado;GO;26;45.786
01/2006;EFVM;Contêiner Cheio de 40 Pés;Pedro Nolasco;ES;Parque Industrial;MG;616;425.040
01/2006;EFVM;Contêiner Vazio de 20 Pés;Couto e Silva;MG;Pedro Nolasco;ES;18;12.708
01/2006;EFVM;Contêiner Vazio de 20 Pés;General Curado;GO;Pedro Nolasco;ES;6;10.566
01/2006;EFVM;Contêiner Vazio de 20 Pés;Mário Carvalho;MG;Pedro Nolasco;ES;75;33.675
01/2006;EFVM;Contêiner Vazio de 20 Pés;Pedro Nolasco;ES;Aracruz;ES;12;1.488
01/2006;EFVM;Contêiner Vazio de 20 Pés;Pedro Nolasco;ES;Parque Industrial;MG;7;4.830
01/2006;EFVM;Contêiner Vazio de 40 Pés;Couto e Silva;MG;Pedro Nolasco;ES;12;8.472
01/2006;EFVM;Coque;Tubarão;ES;Bela Vista de Minas;MG;42.302;22.250.852
01/2006;EFVM;Coque;Tubarão;ES;Mário Carvalho;MG;19.849;8.912.201
01/2006;EFVM;Dolomita;Capitão Eduardo;MG;Intendente Câmara;MG;4.696;1.033.120
01/2006;EFVM;Dolomita;Gongo Soco;MG;Intendente Câmara;MG;3.875;674.250
01/2006;EFVM;Dunito;Eng. Costa Lacerda;MG;Intendente Câmara;MG;16.358;2.175.614
01/2006;EFVM;Dunito;Eng. Costa Lacerda;MG;Mário Carvalho;MG;3.120;374.400
01/2006;EFVM;Dunito;Eng. Costa Lacerda;MG;Tubarão;ES;3.075;1.749.675
01/2006;EFVM;Escória;Intendente Câmara;MG;Dr. Lund;MG;19.204;4.877.816
01/2006;EFVM;Escória;Intendente Câmara;MG;Eng. Bhering;MG;17.333;9.931.809
01/2006;EFVM;Escória;João Correia;MG;Wilson Lobato;MG;14.433;3.940.209
01/2006;EFVM;Escória;Tubarão;ES;Capitão Eduardo;MG;1.058;699.338
01/2006;EFVM;Farelo de Soja;General Curado;GO;Tubarão;ES;8.097;14.258.817
01/2006;EFVM;Farelo de Soja;Jardim Ingá;GO;Tubarão;ES;1.931;3.448.766
01/2006;EFVM;Ferro Gusa;Capitão Eduardo;MG;Intendente Câmara;MG;20.507;4.511.540
01/2006;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;75.990;48.709.590
01/2006;EFVM;Ferro Gusa;Ouro Branco;MG;Pedro Nolasco;ES;4.918;3.290.142
01/2006;EFVM;Ferro Gusa;Paulo Menicucci;MG;Pedro Nolasco;ES;8.340;6.930.540
01/2006;EFVM;Ferro Gusa;Piraqueaçu;ES;Pedro Nolasco;ES;23.106;1.732.950
01/2006;EFVM;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;18.311;13.128.987
01/2006;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Carreira Comprida;MG;2.348;1.554.376
01/2006;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Parque Industrial;MG;10.483;7.233.270
01/2006;EFVM;Ilmenita;Senador Canedo;GO;Tubarão;ES;3.004;5.389.176
01/2006;EFVM;Manganês;Fábrica;MG;Intendente Câmara;MG;1.916;459.840
01/2006;EFVM;Manganês;Tubarão;ES;Intendente Câmara;MG;631;275.116
01/2006;EFVM;Minério de Ferro;Alegria;MG;Intendente Câmara;MG;88.420;14.942.980
01/2006;EFVM;Minério de Ferro;Alegria;MG;Mário Carvalho;MG;12.251;1.911.156
01/2006;EFVM;Minério de Ferro;Alegria;MG;Tubarão;ES;877.918;531.140.390
01/2006;EFVM;Minério de Ferro;Bicas;MG;Tubarão;ES;348.055;190.038.030
01/2006;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;749.156;442.751.196
01/2006;EFVM;Minério de Ferro;Conceição;MG;Intendente Câmara;MG;97.351;10.903.312
01/2006;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.927.128;1.056.066.144
01/2006;EFVM;Minério de Ferro;Córrego do Meio;MG;Mário Carvalho;MG;6.128;1.164.320
01/2006;EFVM;Minério de Ferro;Córrego do Meio;MG;Tubarão;ES;64.912;41.478.768
01/2006;EFVM;Minério de Ferro;Fábrica;MG;Intendente Câmara;MG;57.818;13.876.320
01/2006;EFVM;Minério de Ferro;Fábrica;MG;João Monlevade;MG;10.454;1.536.738
01/2006;EFVM;Minério de Ferro;Fábrica;MG;Mário Carvalho;MG;62.567;14.202.709
01/2006;EFVM;Minério de Ferro;Fábrica;MG;Ouro Branco;MG;10.292;339.636
01/2006;EFVM;Minério de Ferro;Fábrica;MG;Tubarão;ES;585.057;395.498.532
01/2006;EFVM;Minério de Ferro;Fábrica Muro;MG;Intendente Câmara;MG;33.143;7.788.605
01/2006;EFVM;Minério de Ferro;Fábrica Muro;MG;Tubarão;ES;229.450;153.960.950
01/2006;EFVM;Minério de Ferro;Fazendão;MG;Tubarão;ES;34.540;20.620.380
01/2006;EFVM;Minério de Ferro;Gongo Soco;MG;Intendente Câmara;MG;91.843;15.980.682
01/2006;EFVM;Minério de Ferro;Gongo Soco;MG;Tubarão;ES;376.113;229.428.930
01/2006;EFVM;Minério de Ferro;João Paulo;MG;Intendente Câmara;MG;136.457;15.010.270
01/2006;EFVM;Minério de Ferro;João Paulo;MG;Mário Carvalho;MG;7.032;682.104
01/2006;EFVM;Minério de Ferro;João Paulo;MG;Piraqueaçu;ES;40.821;19.226.691
01/2006;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;1.585.480;865.672.080
01/2006;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;5.760;2.586.240
01/2006;EFVM;Minério de Ferro;Ouro Branco;MG;Intendente Câmara;MG;11.630;2.709.790
01/2006;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;186.894;125.032.086
01/2006;EFVM;Minério de Ferro;Pedreira Rio das Velhas;MG;Tubarão;ES;291.248;188.146.208
01/2006;EFVM;Minério de Ferro;Pedro Nolasco;ES;Tubarão;ES;894;26.820
01/2006;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;1.235.061;762.032.637
01/2006;EFVM;Minério de Ferro;Tubarão;ES;Tubarão;ES;138.908;418.074
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Desembargador Drumond;MG;Pedro Nolasco;ES;2.643;1.340.001
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Governador Valadares;MG;Wilson Lobato;MG;143;53.625
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Carreira Comprida;MG;4.779;1.080.054
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Colatina;ES;277;84.208
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Couto e Silva;MG;6.585;1.777.950
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Eldorado;MG;22.775;5.762.075
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Embiruçu;MG;23.370;6.169.680
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Pedro Nolasco;ES;1.955;852.380
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Tubarão;ES;60.433;26.348.788
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Mário Carvalho;MG;Arará;RJ;1.580;1.137.600
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Mário Carvalho;MG;Barbará;RJ;218;140.828
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Ouro Branco;MG;Tubarão;ES;18.195;12.172.455
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Pedreira Rio das Velhas;MG;Intendente Câmara;MG;21;4.410
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Pedreira Rio das Velhas;MG;Pedro Nolasco;ES;72;46.512
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Pedro Nolasco;ES;Desembargador Drumond;MG;3;1.521
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Pedro Nolasco;ES;Pedreira Rio das Velhas;MG;100;64.600
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Aracruz;ES;23.830;2.954.920
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Barbará;RJ;7.926;8.678.970
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Barra Mansa;RJ;3.061;2.029.443
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Boa Vista Nova;SP;8.227;15.532.576
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Boa Vista Velha;SP;552;850.632
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Intendente Câmara;MG;8.263;3.602.668
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Ipiranga;SP;9.708;13.882.440
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Mário Carvalho;MG;36;16.164
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Ouro Branco;MG;30.166;20.181.054
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Pedreira Rio das Velhas;MG;76;49.096
01/2006;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Pedro Nolasco;ES;16.043;481.290
01/2006;EFVM;Pedras em Blocos e Placas;Baixo Guandu;ES;Pedro Nolasco;ES;563;98.525
01/2006;EFVM;Pedras em Blocos e Placas;Brumado;BA;Pedro Nolasco;ES;63;103.761
01/2006;EFVM;Pedras em Blocos e Placas;Carmo da Mata;MG;Pedro Nolasco;ES;992;876.928
01/2006;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;125;16.500
01/2006;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Morro Grande;ES;58;28.246
01/2006;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Pedro Nolasco;ES;10.580;3.438.500
01/2006;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Pedro Nolasco;ES;1.905;1.040.130
01/2006;EFVM;Pedras em Blocos e Placas;Mascarenhas;ES;Pedro Nolasco;ES;9.768;1.601.952
01/2006;EFVM;Pedras em Blocos e Placas;Piraqueaçu;ES;Morro Grande;ES;711;168.507
01/2006;EFVM;Pedras em Blocos e Placas;Piraqueaçu;ES;Pedro Nolasco;ES;109;8.175
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;17.009;2.721.440
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;4.520;922.080
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;17.202;2.769.522
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;8.929;4.723.441
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;10.180;5.385.220
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Pedro Nolasco;ES;1.370;916.530
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;20.944;14.011.536
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;Pedro Nolasco;ES;João Monlevade;MG;1.053;557.037
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;Pedro Nolasco;ES;Pedro Nolasco;ES;788;3.940
01/2006;EFVM;Prd. Siderúrgicos - Fio Máquina;Tubarão;ES;João Monlevade;MG;247;130.663
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;3.458;781.508
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Couto e Silva;MG;984;265.680
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Eldorado;MG;13.280;3.359.840
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;3.119;823.416
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Ouro Branco;MG;2.096;488.368
01/2006;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;25.029;10.912.644
01/2006;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Eldorado;MG;1.024;245.760
01/2006;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Pedro Nolasco;ES;7.478;3.357.622
01/2006;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Tubarão;ES;1.325;594.925
01/2006;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;20.795;13.911.855
01/2006;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Pedro Nolasco;ES;10.773;323.190
01/2006;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;65.344;43.715.136
01/2006;EFVM;Soja;Brasília;DF;Tubarão;ES;2.295;4.231.980
01/2006;EFVM;Soja;Brejo Alegre;MG;Tubarão;ES;12.249;17.467.074
01/2006;EFVM;Soja;Carreira Comprida;MG;Tubarão;ES;10.258;6.790.796
01/2006;EFVM;Soja;Inspetor Quirino;MG;Tubarão;ES;1.309;1.668.975
01/2006;EFVM;Soja;Jardim Ingá;GO;Tubarão;ES;357;637.602
01/2006;EFVM;Soja;Uberlândia;MG;Tubarão;ES;2.085;3.096.225
01/2006;EFVM;Sucata;Parque Industrial;MG;João Monlevade;MG;280;45.080
01/2006;EFVM;Sucata;Pedro Nolasco;ES;Vitória/Porto Velho;ES;55;550
01/2006;EFVM;Tijolos e Telhas;Tumiritinga;MG;Desembargador Drumond;MG;110;24.750
01/2006;EFVM;Tijolos e Telhas;Tumiritinga;MG;Eng. Costa Lacerda;MG;66;18.942
01/2006;EFVM;Tijolos e Telhas;Tumiritinga;MG;Intendente Câmara;MG;133;20.482
01/2006;EFVM;Tijolos e Telhas;Tumiritinga;MG;João Monlevade;MG;287;70.889
01/2006;EFVM;Tijolos e Telhas;Tumiritinga;MG;João Paulo;MG;1.209;319.176
01/2006;EFVM;Toretes;Araguaia;ES;Aracruz;ES;4.021;772.032
01/2006;EFVM;Toretes;Colatina;ES;Aracruz;ES;5.790;590.580
01/2006;EFVM;Toretes;Desembargador Drumond;MG;Frederico Selow;MG;35.050;3.785.400
01/2006;EFVM;Toretes;Eng. Costa Lacerda;MG;Frederico Selow;MG;46.213;7.856.210
01/2006;EFVM;Toretes;Piraqueaçu;ES;Frederico Selow;MG;83.141;26.937.684
01/2006;EFVM;Ureia;Tubarão;ES;Adm;GO;953;1.455.231
01/2006;EFVM;Ureia;Tubarão;ES;Três Coracoes;MG;5.808;6.406.224
01/2006;EFVM;Ureia;Tubarão;ES;Valefertil;MG;6.805;9.880.860
01/2006;FCA;Açúcar;Biagípolis;SP;Santos;SP;15.597;8.578.350
01/2006;FCA;Açúcar;Ituverava;SP;Conceiçãozinha;SP;13.895;9.281.860
01/2006;FCA;Açúcar;Ituverava;SP;Santos;SP;6.260;4.043.960
01/2006;FCA;Açúcar;Ribeirão Preto;SP;Conceiçãozinha;SP;1.581;890.103
01/2006;FCA;Açúcar;Ribeirão Preto;SP;Montes Claros;MG;86;125.818
01/2006;FCA;Açúcar;São Joaquim da Barra;SP;Conceiçãozinha;SP;18.634;11.944.394
01/2006;FCA;Açúcar;Uberlândia;MG;Pedro Nolasco;ES;8.240;11.758.480
01/2006;FCA;Adubo Orgânico acondicionado;Riachuelo;SE;Três Coracoes;MG;71;178.991
01/2006;FCA;Álcool;Biagípolis;SP;Tubarão;ES;397;624.084
01/2006;FCA;Álcool;Ribeirão Preto;SP;Brasília;DF;1.633;1.250.878
01/2006;FCA;Álcool;Ribeirão Preto;SP;Embiruçu;MG;2.894;2.607.494
01/2006;FCA;Álcool;Ribeirão Preto;SP;Estação Pool;GO;1.342;987.712
01/2006;FCA;Álcool;Ribeirão Preto;SP;Governador Valadares;MG;49;60.123
01/2006;FCA;Álcool;Ribeirão Preto;SP;Tubarão;ES;2.524;3.899.580
01/2006;FCA;Amônia;Riachuelo;SE;Copec;BA;448;179.648
01/2006;FCA;Areia;Eng. Amorim;GO;Brasília;DF;4.560;861.840
01/2006;FCA;Areia;Ipameri;GO;Brasília;DF;3.078;895.698
01/2006;FCA;Areia;Roncador Novo;GO;Brasília;DF;4.275;1.047.375
01/2006;FCA;Bauxita;Barão de Camargo;MG;Três Rios;RJ;125.939;22.165.264
01/2006;FCA;Bauxita;Bauxita;MG;Alumínio;SP;91.590;26.652.690
01/2006;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;10.958;17.434.178
01/2006;FCA;Cal;Nova Granja;MG;Tubarão;ES;27.594;17.715.348
01/2006;FCA;Cal;Prudente de Morais;MG;Tubarão;ES;871;594.893
01/2006;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;90.819;42.412.473
01/2006;FCA;Calcário Siderúrgico;Matozinhos;MG;Ouro Branco;MG;8.162;2.113.958
01/2006;FCA;Calcário Siderúrgico;Matozinhos;MG;Pedro Nolasco;ES;9.360;6.261.840
01/2006;FCA;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;14.664;9.810.216
01/2006;FCA;Calcário Siderúrgico;Morro Grande;ES;Tubarão;ES;22.862;4.416.796
01/2006;FCA;Calcário Siderúrgico;Morro Grande;ES;Vitória/Porto Velho;ES;3.366;545.292
01/2006;FCA;Calcário Siderúrgico;Nova Granja;MG;Pedro Nolasco;ES;6.298;4.043.316
01/2006;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;11.761;7.550.562
01/2006;FCA;Carvão Mineral;Paulo Menicucci;MG;Eng. Bhering;MG;1.640;278.800
01/2006;FCA;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;17.760;16.694.400
01/2006;FCA;Cimento a Granel;Vespasiano;MG;Rocha Sobrinho;RJ;11.840;7.281.600
01/2006;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;10.276;10.306.828
01/2006;FCA;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;15.004;15.019.004
01/2006;FCA;Cimento acondicionado;Barra Mansa;RJ;Angra dos Reis;RJ;2.310;247.170
01/2006;FCA;Cimento acondicionado;Montes Claros;MG;Parque Industrial;MG;1.200;664.800
01/2006;FCA;Cimento acondicionado;Morro Grande;ES;Visconde de Itaborai;RJ;1.440;691.200
01/2006;FCA;Cimento acondicionado;Vespasiano;MG;Rocha Sobrinho;RJ;4.320;2.656.800
01/2006;FCA;Cimento acondicionado;Vespasiano;MG;Taubaté;SP;4.772;3.893.952
01/2006;FCA;Cimento acondicionado;Wilson Lobato;MG;Governador Valadares;MG;7.860;2.719.560
01/2006;FCA;Cobre;Barrinha;BA;Copec;BA;5.079;2.265.234
01/2006;FCA;Contêiner Cheio de 20 Pés;Santos;SP;General Curado;GO;312;385.320
01/2006;FCA;Contêiner Cheio de 20 Pés;Santos;SP;Uberlândia;MG;357;304.521
01/2006;FCA;Contêiner Cheio de 20 Pés;Uberlândia;MG;Conceiçãozinha;SP;719;629.125
01/2006;FCA;Contêiner Cheio de 20 Pés;Uberlândia;MG;Santos;SP;2.809;2.396.077
01/2006;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Brasília;DF;481;505.050
01/2006;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Copec;BA;6.823;20.070.650
01/2006;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;3.968;3.880.704
01/2006;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Uberlândia;MG;1.161;691.956
01/2006;FCA;Contêiner Cheio de 40 Pés;Casa Branca;SP;General Curado;GO;498;411.348
01/2006;FCA;Contêiner Cheio de 40 Pés;Copec;BA;Boa Vista Nova;SP;6.733;19.512.234
01/2006;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;1.586;1.551.108
