Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2014;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;160.759;107.849.355
01/2014;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;50;18.529
01/2014;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;110.858;41.080.982
01/2014;EFVM;Cloreto de Potássio;Tubarão;ES;Brejo Alegre;MG;6.173;8.695.573
01/2014;EFVM;Cloreto de Potássio;Tubarão;ES;Eng. Adelmar;MG;4.726;4.567.182
01/2014;EFVM;Coque;Pedro Nolasco;ES;Brasília;DF;8.185;14.996.312
01/2014;EFVM;Coque;Tubarão;ES;Arcos;MG;6.944;6.835.257
01/2014;EFVM;Coque;Tubarão;ES;Pedro Nolasco;ES;6.806;185.225
01/2014;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;42.537;30.648.843
01/2014;EFVM;Coque;Tubarão;ES;Vespasiano;MG;731;494.020
01/2014;EFVM;Coque;Tubarão;ES;Wilson Lobato;MG;1.632;1.145.916
01/2014;EFVM;Coque Metalúrgico;Tubarão;ES;Bela Vista de Minas;MG;22.290;11.677.597
01/2014;EFVM;Coque Metalúrgico;Tubarão;ES;Intendente Câmara;MG;21.553;9.334.842
01/2014;EFVM;Escória;Intendente Câmara;MG;Dr. Lund;MG;3.346;862.984
01/2014;EFVM;Escória;João Correia;MG;Dr. Lund;MG;14.238;3.788.604
01/2014;EFVM;Escória;João Correia;MG;Eng. Bhering;MG;4.662;2.630.147
01/2014;EFVM;Ferro Gusa;Funil;MG;Tubarão;ES;758;484.081
01/2014;EFVM;Ferro Gusa;Mário Carvalho;MG;Tubarão;ES;1.921;858.562
01/2014;EFVM;Ferro Gusa;Piraqueaçu;ES;Tubarão;ES;242;17.577
01/2014;EFVM;Minério de Ferro;Alegria;MG;Tubarão;ES;1.121.299;675.729.538
01/2014;EFVM;Minério de Ferro;Bicas;MG;Tubarão;ES;356.698;193.939.199
01/2014;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;2.518.948;1.471.098.379
01/2014;EFVM;Minério de Ferro;Capitão Eduardo;MG;Tubarão;ES;6.051;3.933.204
01/2014;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.598.493;868.801.725
01/2014;EFVM;Minério de Ferro;Fábrica;MG;Tubarão;ES;672.687;451.639.362
01/2014;EFVM;Minério de Ferro;Fábrica Muro;MG;Intendente Câmara;MG;113.124;26.677.694
01/2014;EFVM;Minério de Ferro;Fábrica Muro;MG;Tubarão;ES;259.038;173.280.361
01/2014;EFVM;Minério de Ferro;Gongo Soco;MG;Tubarão;ES;160.057;97.059.685
01/2014;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;1.357.442;735.836.730
01/2014;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;1.516;677.553
01/2014;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;190.109;127.539.566
01/2014;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;3.601;261.555
01/2014;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;1.114.878;681.124.679
01/2014;EFVM;Pedras em Blocos e Placas;Colatina;ES;Morro Grande;ES;946;274.429
01/2014;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;4.403;579.518
01/2014;EFVM;Pedras em Blocos e Placas;Colatina;ES;Tubarão;ES;7.249;936.759
01/2014;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Morro Grande;ES;339;163.867
01/2014;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Pedro Nolasco;ES;8.407;2.731.494
01/2014;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Tubarão;ES;3.869;1.247.807
01/2014;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Pedro Nolasco;ES;1.821;991.478
01/2014;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Tubarão;ES;555;300.852
01/2014;EFVM;Pedras em Blocos e Placas;Pedro Nolasco;ES;Tubarão;ES;1.631;44.388
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;14.023;3.133.159
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Couto e Silva;MG;4.598;1.167.685
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Eldorado;MG;41.729;9.926.036
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;43.633;10.880.543
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Pedro Nolasco;ES;1.217;530.008
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;10.525;4.558.493
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Barbará;RJ;2.916;1.642.288
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Manoel Feio;SP;1.499;1.281.002
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Parque Industrial;MG;6.014;1.353.422
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Barra Mansa;RJ;12.820;12.898.190
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Boa Vista Nova;SP;17.705;32.971.049
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Ipiranga;SP;9.009;12.077.113
01/2014;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;7.553;5.075.464
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;6.729;3.371.364
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;6.282;774.916
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;11.038;1.593.072
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;10.545;2.152.657
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Nova Granja;MG;416;64.192
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;11.507;1.672.268
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;241;127.500
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;5.943;3.129.905
01/2014;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;6.170;4.139.305
01/2014;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;3.695;825.574
01/2014;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Eldorado;MG;14.655;3.485.970
01/2014;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;122;30.423
01/2014;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;5.339;2.312.380
01/2014;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Parque Industrial;MG;256;57.612
01/2014;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;758;508.524
01/2014;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Mário Carvalho;MG;4.023;900.915
01/2014;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;26.868;18.025.096
01/2014;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;João Monlevade;MG;5.388;777.068
01/2014;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;15.152;10.165.114
01/2014;EFVM;Prd. Siderúrgicos - Tarugo;Pedro Nolasco;ES;João Monlevade;MG;2.129;1.126.341
01/2014;EFVM;Toras de Madeira;Colatina;ES;Aracruz;ES;593;61.430
01/2014;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;20.115;2.185.173
01/2014;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;48.909;8.352.190
01/2014;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;1.077;1.517.111
01/2014;EFVM;Ureia;Tubarão;ES;Eng. Adelmar;MG;3.051;2.948.472
01/2014;FCA;Açúcar;Brejo Alegre;MG;Santos;SP;12.532;11.559.127
01/2014;FCA;Açúcar;Ituverava;SP;Santos;SP;3.247;2.142.988
01/2014;FCA;Açúcar;Ribeirão Preto;SP;Boa Vista Nova;SP;23.084;6.566.522
01/2014;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;31.247;17.355.771
01/2014;FCA;Açúcar;Zelândia;MG;Santos;SP;4.943;4.094.410
01/2014;FCA;Álcool;Biagípolis;SP;Replan;SP;3.568;1.043.854
01/2014;FCA;Álcool;Uberlândia;MG;Paulínia;SP;7.192;4.196.554
01/2014;FCA;Álcool;Valefertil;MG;Embiruçu;MG;762;569.455
01/2014;FCA;Areia;Eng. Helio Martins;GO;Brasília;DF;3.203;504.255
01/2014;FCA;Areia;Ipameri;GO;Brasília;DF;575;167.276
01/2014;FCA;Areia;Roncador Novo;GO;Brasília;DF;4.833;1.181.992
01/2014;FCA;Bauxita;Barão de Camargo;MG;Barão de Angra;RJ;118.853;21.696.021
01/2014;FCA;Bauxita;Bauxita;MG;Alumínio;SP;55.603;15.557.441
01/2014;FCA;Bauxita;Brasília;DF;Alumínio;SP;20.245;23.368.581
01/2014;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;15.116;23.658.520
01/2014;FCA;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;35.910;9.834.707
01/2014;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;96.152;44.855.677
01/2014;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;31.149;17.170.232
01/2014;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;2.280;624.425
01/2014;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;4.575;825.000
01/2014;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;11.136;11.057.859
01/2014;FCA;Cimento acondicionado;Matozinhos;MG;Governador Valadares;MG;1.860;715.111
01/2014;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;40.262;18.782.545
01/2014;FCA;Cloreto de Potássio;Fosfago;GO;Cubatão;SP;26.480;26.538.891
01/2014;FCA;Cobre;General Curado;GO;Pedro Nolasco;ES;17.215;30.177.241
01/2014;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Barra Mansa;RJ;2.767;1.290.828
01/2014;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;38.170;25.992.320
01/2014;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;1.875;1.821.604
01/2014;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;1.653;1.605.926
01/2014;FCA;Cromita;Campo Formoso;BA;Irapui;BA;7.907;3.047.263
01/2014;FCA;Cromita;Itiuba;BA;Irapui;BA;25.599;7.730.360
01/2014;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;35.508;16.564.766
01/2014;FCA;Farelo de Soja;Brejo Alegre;MG;Santos;SP;14.771;13.624.312
01/2014;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;18.615;26.221.944
01/2014;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;33.662;58.927.654
01/2014;FCA;Fosfato;Catalão;GO;Valefertil;MG;74.477;22.569.734
01/2014;FCA;Fosfato;Uberlândia;MG;Paulínia;SP;10.842;6.326.340
01/2014;FCA;Gasolina;Candeias;BA;Montes Claros;MG;5.428;5.811.189
01/2014;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;6.163;2.218.445
01/2014;FCA;Gasolina;Replan;SP;Ribeirão Preto;SP;1.395;395.103
01/2014;FCA;Grãos - Milho;Araguari;MG;Tubarão;ES;21.676;30.770.014
01/2014;FCA;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;88.330;124.425.700
01/2014;FCA;Grãos - Milho;Pirapora;MG;Tubarão;ES;36.385;38.335.853
01/2014;FCA;Grãos - Milho;Uberlândia;MG;Santos;SP;8.078;6.986.153
01/2014;FCA;Grãos - Milho;Uberlândia;MG;Tubarão;ES;88.363;129.555.884
01/2014;FCA;LAB;Copec;BA;Vespasiano;MG;3.868;6.237.564
01/2014;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;6.128;6.280.446
01/2014;FCA;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;94.735;20.547.832
01/2014;FCA;Minério de Ferro;Capitão Eduardo;MG;Mário Carvalho;MG;2.721;552.564
01/2014;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;167.684;51.875.393
01/2014;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;12.158;13.016.294
01/2014;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;4.264;1.534.878
01/2014;FCA;Óleo Diesel;Replan;SP;Brasília;DF;11.270;11.827.820
01/2014;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;9.323;9.503.046
01/2014;FCA;Óleo Diesel;Replan;SP;Ribeirão Preto;SP;9.070;2.568.878
01/2014;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;35.165;23.999.269
01/2014;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Brasília;DF;4.208;4.416.279
01/2014;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Estação Pool;GO;18.282;18.635.062
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Candeias;BA;Montes Claros;MG;1.205;1.290.067
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Divinopolis;MG;203;26.623
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Governador Valadares;MG;1.217;438.074
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Ibia;MG;48;21.759
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Montes Claros;MG;345;193.166
01/2014;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Wilson Lobato;MG;350;34.187
01/2014;FCA;Prd. Siderúrgicos - Tarugo;Nova Granja;MG;Copec;BA;2.053;3.300.113
01/2014;FCA;Prd. Siderúrgicos - Vergalhões;Parque Industrial;MG;Tubarão;ES;2.861;1.922.535
01/2014;FCA;Soja;Brejo Alegre;MG;Santos;SP;10.157;9.368.501
01/2014;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;68.843;96.975.416
01/2014;FCA;Soja;Pirapora;MG;Tubarão;ES;701;738.585
01/2014;FCA;Soja;Uberlândia;MG;Conceiçãozinha;SP;2.477;2.158.706
01/2014;FCA;Soja;Uberlândia;MG;Tubarão;ES;17.776;26.062.777
01/2014;FCA;Toras de Madeira;Araguaia;ES;Aracruz;ES;6.547;1.254.301
01/2014;FCA;Toras de Madeira;Esplanada;BA;Copec;BA;19.980;3.060.337
01/2014;FCA;Toras de Madeira;Morro Grande;ES;Aracruz;ES;2.097;588.213
01/2014;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;3.578;4.456.399
01/2014;FNSTN;Grãos - Milho;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;855;835.078
01/2014;FNSTN;Grãos - Milho;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;11.011;7.990.684
01/2014;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;8.069;10.049.939
01/2014;FNSTN;Soja;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;4.145;3.008.027
01/2014;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;16.451;909.099
01/2014;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;151.016;11.911.236
01/2014;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;68.623;4.807.110
01/2014;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;42.600;2.750.086
01/2014;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;2.580;275.033
01/2014;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;237;25.265
01/2014;FTL;Calcário Britado;Sobral;CE;Fábrica Votorantim Pecém;CE;460;91.173
01/2014;FTL;Cimento acondicionado;Primavera;CE;São Luis - Tirirical;MA;289;331.449
01/2014;FTL;Cimento acondicionado;Sobral;CE;Mucuripe;CE;19.524;5.081.863
01/2014;FTL;Cimento acondicionado;Sobral;CE;Teresina;PI;6.288;3.143.396
01/2014;FTL;Coque;Mucuripe;CE;Sobral;CE;1.896;493.506
01/2014;FTL;Farinha de Trigo;Mucuripe;CE;Sobral;CE;180;46.852
01/2014;FTL;Farinha de Trigo;Mucuripe;CE;Teresina;PI;360;273.669
01/2014;FTL;Gasolina;Itaqui;MA;Teresina;PI;20.556;9.458.844
01/2014;FTL;Minério de Ferro;Crateus;CE;Pecem;CE;15.549;6.476.718
01/2014;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;26.032;11.978.624
01/2014;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;4.397;3.116.958
01/2014;FTL;Prd. Siderúrgicos - Vergalhões;Pecem;CE;Teresina;PI;4.647;3.294.179
01/2014;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;73.010;37.261.456
01/2014;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;108.084;29.341.348
01/2014;MRS;Açúcar;Santa Adélia;SP;Santos;SP;20.188;10.244.097
01/2014;MRS;Areia;Caçapava;SP;Água Branca;SP;4.642;625.704
01/2014;MRS;Areia;Curuputuba;SP;Mooca;SP;28.201;4.758.935
01/2014;MRS;Areia;Curuputuba;SP;Santo André;SP;15.320;2.795.103
01/2014;MRS;Areia;Roseira;SP;Água Branca;SP;25.828;4.766.609
01/2014;MRS;Areia;Roseira;SP;Mooca;SP;17.582;3.132.937
01/2014;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;128.625;87.320.039
01/2014;MRS;Calcário Siderúrgico;Itutinga;MG;Volta Redonda;RJ;2.303;476.210
01/2014;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;173.462;20.641.284
01/2014;MRS;Celulose;Pederneiras;SP;Santos;SP;14.344;7.474.171
01/2014;MRS;Celulose;São Silvestre;SP;Santos;SP;68.976;7.695.652
01/2014;MRS;Cimento a Granel;Barbacena;MG;Deodoro;RJ;4.239;2.425.594
01/2014;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;13.614;10.651.457
01/2014;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;31.936;20.810.296
01/2014;MRS;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;13.616;10.852.265
01/2014;MRS;Cimento a Granel;Wilson Lobato;MG;Deodoro;RJ;2.635;1.704.640
01/2014;MRS;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;8.655;7.525.159
01/2014;MRS;Cimento acondicionado;Barbacena;MG;Eng. São Paulo;SP;864;556.656
01/2014;MRS;Cimento acondicionado;Barbacena;MG;Santo André;SP;360;281.660
01/2014;MRS;Cimento acondicionado;Barbacena;MG;São José dos Campos;SP;1.800;975.816
01/2014;MRS;Cimento acondicionado;Matozinhos;MG;Arará;RJ;4.032;2.716.790
01/2014;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;8.434;4.474.557
01/2014;MRS;Cimento acondicionado;Pedra do Sino;MG;São José dos Campos;SP;1.800;1.077.599
01/2014;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;16.125;2.332.691
01/2014;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;7.056;1.665.152
01/2014;MRS;Contêiner Cheio de 20 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;306;57.917
01/2014;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;142;26.877
01/2014;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Edmar Alves;SP;1.207;201.103
01/2014;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;2.130;522.056
01/2014;MRS;Contêiner Cheio de 20 Pés;Edmar Alves;SP;Conceiçãozinha;SP;538;89.638
01/2014;MRS;Contêiner Cheio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;295;72.303
01/2014;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Arará;RJ;1.405;773.704
01/2014;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Brisamar;RJ;11.936;6.206.863
01/2014;MRS;Contêiner Cheio de 20 Pés - Perigoso;Eng. Neiva;SP;Conceiçãozinha;SP;55;13.480
01/2014;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;3.552;1.300.927
01/2014;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;9.766;1.848.421
01/2014;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;1.216;230.153
01/2014;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;1.183;289.948
01/2014;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Ouro Fino;SP;656;32.889
01/2014;MRS;Contêiner Cheio de 40 Pés;Edmar Alves;SP;Conceiçãozinha;SP;97;16.162
01/2014;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Conceiçãozinha;SP;1.452;93.125
01/2014;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Sarzedo Novo;MG;393;239.923
01/2014;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Sarzedo Novo;MG;607;351.952
01/2014;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;184;34.825
01/2014;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;69;16.912
01/2014;MRS;Contêiner Vazio de 40 Pés;Edmar Alves;SP;Arará;RJ;476;174.336
01/2014;MRS;Contêiner Vazio de 40 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;116;28.431
01/2014;MRS;Coque;Baia Sepetiba;RJ;Volta Redonda;RJ;75.824;9.022.752
01/2014;MRS;Enxofre;Conceiçãozinha;SP;Várzea Paulista;SP;6.141;810.194
01/2014;MRS;Escória;Volta Redonda;RJ;São Bento;SP;12.249;3.539.349
01/2014;MRS;Farelo de Soja;Pederneiras;SP;Santos;SP;9.977;5.198.676
01/2014;MRS;Ferro Gusa;Dr. Joaquim Murtinho;MG;Arará;RJ;2.611;1.257.682
01/2014;MRS;Ferro Gusa;Dr. Joaquim Murtinho;MG;Itaguai;RJ;22.974;10.545.503
01/2014;MRS;Ferro Gusa;Dr. Joaquim Murtinho;MG;Roseira;SP;12.588;6.009.222
01/2014;MRS;Ferro Gusa;Parque Industrial;MG;Volta Redonda;RJ;1.198;523.691
01/2014;MRS;Ferro Gusa;Sarzedo Novo;MG;Arará;RJ;19.058;10.494.840
01/2014;MRS;Ferro Gusa;Sarzedo Novo;MG;Saudade;RJ;10.655;4.202.502
01/2014;MRS;Grãos - Trigo;Santos;SP;São Caetano do Sul;SP;8.655;587.761
01/2014;MRS;Minério de Ferro;Alberto Flores;MG;Guaiba;RJ;26.908;14.074.418
01/2014;MRS;Minério de Ferro;Carlos Newlands;MG;Baia Sepetiba;RJ;260.436;133.272.133
01/2014;MRS;Minério de Ferro;Carlos Newlands;MG;Guaiba;RJ;132.343;70.650.914
01/2014;MRS;Minério de Ferro;Casa de Pedra;MG;Baia Sepetiba;RJ;726.411;320.427.883
01/2014;MRS;Minério de Ferro;Casa de Pedra;MG;Piaçaguera;SP;53.842;36.080.493
01/2014;MRS;Minério de Ferro;Casa de Pedra;MG;Volta Redonda;RJ;512.935;165.224.057
01/2014;MRS;Minério de Ferro;Cel. João Carlos Guedes;MG;Volta Redonda;RJ;11.524;3.510.084
01/2014;MRS;Minério de Ferro;Córrego do Feijão;MG;Baia Sepetiba;RJ;106.904;54.300.497
01/2014;MRS;Minério de Ferro;Córrego do Feijão;MG;Guaiba;RJ;516.907;273.990.174
01/2014;MRS;Minério de Ferro;Córrego do Feijão;MG;Ouro Branco;MG;128.297;14.435.594
01/2014;MRS;Minério de Ferro;Córrego do Feijão;MG;Siderúrgica do Atlântico;RJ;13.396;6.951.680
01/2014;MRS;Minério de Ferro;Dias Tavares;MG;Ouro Branco;MG;6.111;1.262.361
