Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2011;EFVM;Minério de Ferro;João Paulo;MG;Piraqueaçu;ES;14.680;6.863.382
01/2011;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;1.545.987;841.016.928
01/2011;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;7.525;3.378.725
01/2011;EFVM;Minério de Ferro;Ouro Branco;MG;Piraqueaçu;ES;18.353;10.920.035
01/2011;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;19.950;13.466.250
01/2011;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;9.210;681.540
01/2011;EFVM;Minério de Ferro;Timbopeba;MG;Intendente Câmara;MG;43.514;7.832.520
01/2011;EFVM;Minério de Ferro;Timbopeba;MG;Mário Carvalho;MG;12.689;2.080.996
01/2011;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;1.075.587;659.334.831
01/2011;EFVM;Minério de Ferro;Tubarão;ES;Tubarão;ES;26.880;134.400
01/2011;EFVM;Outras - Carga Geral Não Conteinerizada;Governador Valadares;MG;Wilson Lobato;MG;7;2.660
01/2011;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;13.766;1.817.112
01/2011;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Pedro Nolasco;ES;8.415;2.728.675
01/2011;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Pedro Nolasco;ES;1.760;951.782
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Carreira Comprida;MG;5.427;1.226.502
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Couto e Silva;MG;3.111;839.970
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Eldorado;MG;25.275;6.394.575
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;36.325;9.589.800
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Pedro Nolasco;ES;3.986;1.725.938
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;11.813;5.150.468
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Barbará;RJ;1.876;1.219.400
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Ipiranga;SP;1.336;1.305.272
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Parque Industrial;MG;2.057;460.768
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Barra Mansa;RJ;24.333;26.498.637
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Boa Vista Nova;SP;13.336;24.818.296
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Curuputuba;SP;1.859;2.340.481
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Intendente Câmara;MG;3.577;1.538.110
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Ipiranga;SP;1.166;1.667.380
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Manoel Feio;SP;221;308.516
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;3.646;2.439.174
01/2011;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Taubaté;SP;866;1.109.346
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;Aracruz;ES;João Monlevade;MG;302;151.604
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;3.377;1.695.254
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;26.932;3.770.480
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;6.227;1.288.989
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;785;111.470
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;8.889;4.684.503
01/2011;EFVM;Prd. Siderúrgicos - Fio Máquina;Tubarão;ES;Ouro Branco;MG;148;98.716
01/2011;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;6.312;1.426.512
01/2011;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Eldorado;MG;36.256;9.172.768
01/2011;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;906;239.184
01/2011;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;17.033;7.426.388
01/2011;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Governador Valadares;MG;396;137.412
01/2011;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;11.670;7.807.230
01/2011;EFVM;Prd. Siderúrgicos - Outros;Tubarão;ES;Ouro Branco;MG;162;108.054
01/2011;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Tubarão;ES;11.535;5.029.260
01/2011;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;38.734;25.913.046
01/2011;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;77.375;51.761.841
01/2011;EFVM;Toras de Madeira;Colatina;ES;Aracruz;ES;4.128;429.312
01/2011;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;24.374;2.632.392
01/2011;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;43.538;7.401.460
01/2011;FCA;Açúcar;Biagípolis;SP;Santos;SP;12.386;7.344.898
01/2011;FCA;Açúcar;Ituverava;SP;Boa Vista Nova;SP;16.760;6.519.640
01/2011;FCA;Açúcar;Ituverava;SP;Conceiçãozinha;SP;2.444;1.637.410
01/2011;FCA;Açúcar;Mato Seco;SP;Santos;SP;11.778;4.357.860
01/2011;FCA;Açúcar;Orlândia;SP;Conceiçãozinha;SP;1.878;1.160.604
01/2011;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;7.347;4.180.443
01/2011;FCA;Açúcar;Zelândia;MG;Conceiçãozinha;SP;4.858;4.061.288
01/2011;FCA;Álcool;Biagípolis;SP;Replan;SP;6.542;1.940.587
01/2011;FCA;Álcool;Ribeirão Preto;SP;Paulínia;SP;1.419;388.806
01/2011;FCA;Álcool;Ribeirão Preto;SP;Replan;SP;1.261;351.819
01/2011;FCA;Álcool;Ribeirão Preto;SP;Tubarão;ES;145;228.955
01/2011;FCA;Álcool;Uberlândia;MG;Embiruçu;MG;552;431.112
01/2011;FCA;Álcool;Uberlândia;MG;Paulínia;SP;5.583;3.271.638
01/2011;FCA;Álcool;Uberlândia;MG;Replan;SP;1.501;891.283
01/2011;FCA;Álcool;Uberlândia;MG;Tubarão;ES;297;433.323
01/2011;FCA;Álcool;Valefertil;MG;Embiruçu;MG;1.204;905.408
01/2011;FCA;Álcool;Valefertil;MG;Governador Valadares;MG;142;157.336
01/2011;FCA;Álcool;Zelândia;MG;Embiruçu;MG;3.620;2.266.120
01/2011;FCA;Álcool;Zelândia;MG;Tubarão;ES;1.966;2.559.732
01/2011;FCA;Antracito;Simoes Filho;BA;Prudente de Morais;MG;18.301;28.677.667
01/2011;FCA;Areia;Eng. Helio Martins;GO;Brasília;DF;5.358;846.564
01/2011;FCA;Areia;Ipameri;GO;Brasília;DF;1.824;530.784
01/2011;FCA;Areia;Roncador Novo;GO;Brasília;DF;4.161;1.019.445
01/2011;FCA;Bauxita;Barão de Camargo;MG;Barão de Angra;RJ;111.156;20.230.392
01/2011;FCA;Bauxita;Bauxita;MG;Alumínio;SP;31.620;8.980.080
01/2011;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;9.220;14.669.020
01/2011;FCA;Cal;Prudente de Morais;MG;Porto de Aratu;BA;2.981;4.620.550
01/2011;FCA;Calcário Britado;Arcos;MG;Intendente Câmara;MG;11.002;6.062.102
01/2011;FCA;Calcário Britado;Matozinhos;MG;Intendente Câmara;MG;20.754;5.894.136
01/2011;FCA;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;38.599;10.962.116
01/2011;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;78.162;36.501.654
01/2011;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;18.850;10.386.350
01/2011;FCA;Calcário Siderúrgico;Matozinhos;MG;Intendente Câmara;MG;305;86.620
01/2011;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;7.320;1.288.320
01/2011;FCA;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;4.116;2.893.548
01/2011;FCA;Carvão Mineral;Capitão Eduardo;MG;Intendente Câmara;MG;2.154;465.264
01/2011;FCA;Carvão Mineral;Prudente de Morais;MG;Ouro Branco;MG;18.128;4.695.152
01/2011;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;15.245;15.290.735
01/2011;FCA;Cloreto de Potássio;Conceiçãozinha;SP;Valefertil;MG;4.151;2.947.210
01/2011;FCA;Cobre;Barrinha;BA;Copec;BA;3.093;1.379.478
01/2011;FCA;Cobre;General Curado;GO;Pedro Nolasco;ES;13.812;24.226.248
01/2011;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Barra Mansa;RJ;1.154;538.918
01/2011;FCA;Contêiner Cheio de 20 Pés;Boa Vista Nova;SP;General Curado;GO;123;120.294
01/2011;FCA;Contêiner Cheio de 20 Pés;Boa Vista Nova;SP;Uberlândia;MG;113;67.348
01/2011;FCA;Contêiner Cheio de 20 Pés;General Curado;GO;Boa Vista Nova;SP;5.049;4.937.922
01/2011;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;9.268;6.265.168
01/2011;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;9.230;9.026.940
01/2011;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Uberlândia;MG;2.521;1.502.516
01/2011;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;3.124;3.055.272
01/2011;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Paulínia;SP;261;252.648
01/2011;FCA;Contêiner Cheio de 40 Pés;Uberlândia;MG;Boa Vista Nova;SP;4.633;2.761.268
01/2011;FCA;Contêiner Vazio de 20 Pés;Barra Mansa;RJ;Arcos;MG;94;43.898
01/2011;FCA;Contêiner Vazio de 20 Pés;Boa Vista Nova;SP;General Curado;GO;607;593.646
01/2011;FCA;Contêiner Vazio de 20 Pés;General Curado;GO;Boa Vista Nova;SP;12;11.736
01/2011;FCA;Contêiner Vazio de 20 Pés;Uberlândia;MG;Paulínia;SP;26;15.236
01/2011;FCA;Contêiner Vazio de 40 Pés;Boa Vista Nova;SP;Uberlândia;MG;823;490.508
01/2011;FCA;Contêiner Vazio de 40 Pés;General Curado;GO;Paulínia;SP;981;949.608
01/2011;FCA;Contêiner Vazio de 40 Pés;Uberlândia;MG;Paulínia;SP;848;496.928
01/2011;FCA;Coque;Porto de Aratu;BA;Prudente de Morais;MG;3.395;5.262.250
01/2011;FCA;Cromita;Campo Formoso;BA;Irapui;BA;10.887;4.224.156
01/2011;FCA;Cromita;Itiuba;BA;Irapui;BA;15.529;4.736.345
01/2011;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;43.285;20.214.095
01/2011;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;12.488;12.787.712
01/2011;FCA;Enxofre;Piaçaguera;SP;Valefertil;MG;46.061;31.966.334
01/2011;FCA;Farelo de Soja;Araguari;MG;Tubarão;ES;16.342;23.123.930
01/2011;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;12.627;17.728.308
01/2011;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;15.207;26.627.457
01/2011;FCA;Farelo de Soja;Uberlândia;MG;Tubarão;ES;12.873;19.188.837
01/2011;FCA;Ferro Gusa;Helio Torres;MG;Pedro Nolasco;ES;1.800;1.441.800
01/2011;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;30.986;22.309.920
01/2011;FCA;Fosfato;Catalão;GO;Cubatão;SP;51.084;51.032.916
01/2011;FCA;Fosfato;Fosfago;GO;Cubatão;SP;43.557;43.905.456
01/2011;FCA;Fosfato;Uberlândia;MG;Paulínia;SP;14.174;8.305.964
01/2011;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;2.064;738.912
01/2011;FCA;Gasolina;Embiruçu;MG;Montes Claros;MG;4.898;2.752.676
01/2011;FCA;Gasolina;Embiruçu;MG;Tubarão;ES;2.645;1.823.210
01/2011;FCA;Gasolina;Paulínia;SP;Ribeirão Preto;SP;425;113.050
01/2011;FCA;Gasolina;Replan;SP;Ribeirão Preto;SP;993;277.047
01/2011;FCA;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;63.235;88.659.890
01/2011;FCA;Grãos - Milho;Uberlândia;MG;Tubarão;ES;60.621;88.470.671
01/2011;FCA;LAB;Copec;BA;Vespasiano;MG;2.937;4.810.806
01/2011;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;1.200;1.236.000
01/2011;FCA;Magnesita;Catiboaba;BA;Porto de Aratu;BA;2.600;1.645.800
01/2011;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;148.358;45.694.264
01/2011;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;5.775;2.067.450
01/2011;FCA;Óleo Diesel;Embiruçu;MG;Montes Claros;MG;8.464;4.756.768
01/2011;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;27.348;18.541.944
01/2011;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Brasília;DF;3.345;3.495.525
01/2011;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Estação Pool;GO;14.546;14.764.190
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Araguari;MG;359;264.583
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Divinopolis;MG;258;33.798
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Ibia;MG;978;443.034
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Montes Claros;MG;256;143.872
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Uberaba;MG;253;230.989
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Wilson Lobato;MG;311;31.722
01/2011;FCA;Outros - Combust, deriv. Petro., alcool;Replan;SP;Estação Pool;GO;1.247;1.263.211
01/2011;FCA;Pedras em Blocos e Placas;Brumado;BA;Pedro Nolasco;ES;609;1.002.414
01/2011;FCA;Pedras em Blocos e Placas;Carmo da Mata;MG;Pedro Nolasco;ES;5.533;4.810.761
01/2011;FCA;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Tubarão;ES;180;122.940
01/2011;FCA;Prd. Siderúrgicos - Vergalhões;Parque Industrial;MG;Tubarão;ES;639;424.296
01/2011;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;6.019;8.450.676
01/2011;FCA;Soja;Uberlândia;MG;Tubarão;ES;17.459;25.476.023
01/2011;FCA;Toras de Madeira;Araguaia;ES;Aracruz;ES;3.960;748.440
01/2011;FNSTN;Calcário Siderúrgico;Palmeirante;TO;Açailândia;MA;687;309.837
01/2011;FNSTN;Minério de Ferro;Guaraí;TO;Açailândia;MA;16.499;9.255.939
01/2011;FNSTN;Pó de Pedra;Araguaína;TO;Guaraí;TO;10.540;2.129.080
01/2011;FTC;Carvão Mineral;Capivari;SC;Capivari;SC;37.203;186.015
01/2011;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;131.916;10.289.448
01/2011;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;65.438;4.484.429
01/2011;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;5.843;362.266
01/2011;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;2.491;266.537
01/2011;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;205;21.935
01/2011;FTL;Álcool;Babaçu;MA;Itaqui;MA;917;293.440
01/2011;FTL;Alumínio;Alumar;MA;Cinco Pontas;PE;610;1.384.090
01/2011;FTL;Alumínio;Alumar;MA;Itaqui;MA;3.855;73.245
01/2011;FTL;Alumínio;Alumar;MA;Mucuripe;CE;396;466.488
01/2011;FTL;Alumínio;Alumar;MA;Pecem;CE;2.125;2.416.125
01/2011;FTL;Alumínio;Itaqui;MA;Pecem;CE;67;77.452
01/2011;FTL;Calcário Britado;Sobral;CE;Fábrica Votorantim Pecém;CE;1.400;274.400
01/2011;FTL;Cimento acondicionado;Sobral;CE;Mucuripe;CE;10.980;2.766.960
01/2011;FTL;Cimento acondicionado;Sobral;CE;São Luis - Tirirical;MA;3.404;3.209.972
01/2011;FTL;Cimento acondicionado;Sobral;CE;Teresina;PI;10.832;5.405.168
01/2011;FTL;Clínquer;Sobral;CE;Fábrica Votorantim Pecém;CE;9.597;1.881.012
01/2011;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;Itaqui;MA;365;421.940
01/2011;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Itaqui;MA;59;68.204
01/2011;FTL;Contêiner Cheio de 40 Pés;Pecem;CE;Teresina;PI;264;187.440
01/2011;FTL;Contêiner Vazio de 20 Pés;Itaqui;MA;Pecem;CE;21;24.276
01/2011;FTL;Coque;Mucuripe;CE;Sobral;CE;8.655;2.181.060
01/2011;FTL;Farinha de Trigo;Mucuripe;CE;Sobral;CE;360;90.720
01/2011;FTL;Farinha de Trigo;Mucuripe;CE;Teresina;PI;270;203.040
01/2011;FTL;Farinha de Trigo;Mucuripe;CE;Timon;MA;495;376.200
01/2011;FTL;Ferro Gusa;Carga Ferro Gusa e Cruz;MA;Acarape;CE;1.050;1.183.350
01/2011;FTL;Gasolina;Itaqui;MA;Teresina;PI;8.476;3.780.296
01/2011;FTL;Gasolina;Mucuripe;CE;Murity;CE;2.585;1.558.755
01/2011;FTL;Gasolina;Mucuripe;CE;Teresina;PI;1.198;900.896
01/2011;FTL;Gesso;Murity;CE;João Pessoa;PB;850;578.000
01/2011;FTL;Minério de Ferro;Crateus;CE;Pecem;CE;5.322;2.224.596
01/2011;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;22.935;10.229.010
01/2011;FTL;Óleo Diesel;Mucuripe;CE;Murity;CE;950;572.850
01/2011;FTL;Prd. Siderúrgicos - Bobina - BF;Aracapé;CE;Teresina;PI;3.741;2.730.930
01/2011;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;8.385;5.953.350
01/2011;FTL;Prd. Siderúrgicos - Outros;Cinco Pontas;PE;Missão Velha;CE;780;574.080
01/2011;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;Teresina;PI;698;495.580
01/2011;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;45.096;19.768.144
01/2011;MRS;Açúcar;Santos;SP;Boa Vista Nova;SP;243;66.339
01/2011;MRS;Areia;Caçapava;SP;Água Branca;SP;36.866;4.940.044
01/2011;MRS;Areia;Caçapava;SP;Mooca;SP;20.614;2.597.364
01/2011;MRS;Areia;Curuputuba;SP;Mooca;SP;39.165;6.501.390
01/2011;MRS;Areia;Curuputuba;SP;Santo André;SP;21.872;3.936.960
01/2011;MRS;Areia;Curuputuba;SP;São Bento;SP;17.952;2.028.576
01/2011;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;148.081;100.546.999
01/2011;MRS;Calcário Siderúrgico;Dr. Joaquim Murtinho;MG;Siderúrgica do Atlântico;RJ;31.132;14.818.832
01/2011;MRS;Carvão Mineral;Baia Sepetiba;RJ;Ouro Branco;MG;74.240;34.833.360
01/2011;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;252.121;30.001.390
01/2011;MRS;Carvão Mineral;Siderúrgica do Atlântico;RJ;Ouro Branco;MG;80.100;37.967.400
01/2011;MRS;Celulose;Santos;SP;São Silvestre;SP;24;2.688
01/2011;MRS;Celulose;São Silvestre;SP;Santos;SP;76.032;8.515.584
01/2011;MRS;Cimento a Granel;Barbacena;MG;Deodoro;RJ;4.155;1.475.025
01/2011;MRS;Cimento a Granel;Barbacena;MG;Santo André;SP;6.283;4.065.101
01/2011;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;21.865;14.059.195
01/2011;MRS;Cimento a Granel;Pedra do Sino;MG;Volta Redonda;RJ;17.321;6.581.980
01/2011;MRS;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;10.508;9.877.520
01/2011;MRS;Cimento a Granel;Wilson Lobato;MG;Deodoro;RJ;10.499;7.338.801
01/2011;MRS;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;11.522;11.510.478
01/2011;MRS;Cimento acondicionado;Barbacena;MG;Eng. São Paulo;SP;2.304;1.453.824
01/2011;MRS;Cimento acondicionado;Barbacena;MG;Santo André;SP;1.080;700.920
01/2011;MRS;Cimento acondicionado;Barbacena;MG;São José dos Campos;SP;1.080;569.160
01/2011;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;6.090;2.703.960
01/2011;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;4.663;732.091
01/2011;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;1.578;356.628
01/2011;MRS;Cimento acondicionado;Wilson Lobato;MG;Arará;RJ;3.024;2.186.352
01/2011;MRS;Cimento acondicionado;Wilson Lobato;MG;São José dos Campos;SP;894;782.250
01/2011;MRS;Contêiner Cheio de 20 Pés;Arará;RJ;Edmar Alves;SP;559;309.686
01/2011;MRS;Contêiner Cheio de 20 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;998;188.622
