Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;43.174;10.766.085
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Lafaiete Bandeira;MG;39.151;8.721.474
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Pedro Nolasco;ES;576;250.850
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;12.504;5.415.620
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Barbará;RJ;1.281;721.458
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Capitão Eduardo;MG;2.422;491.844
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Manoel Feio;SP;419;358.065
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Parque Industrial;MG;296;66.613
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Ouro Branco;MG;Tubarão;ES;1.743;1.169.337
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Barbará;RJ;5.550;5.606.244
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Boa Vista Nova;SP;12.254;22.819.952
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Ipiranga;SP;2.860;3.823.265
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Nova Granja;MG;3.301;2.247.856
01/2015;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Parque Industrial;MG;2.276;1.529.426
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Aracruz;ES;6.101;3.056.723
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Capitão Eduardo;MG;10.704;1.320.392
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;15.318;2.210.786
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;9.327;1.904.014
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;11.178;1.624.454
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;1.280;677.180
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;1.198;630.931
01/2015;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;250;167.719
01/2015;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Capitão Eduardo;MG;11.189;2.426.871
01/2015;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;7.234;1.616.292
01/2015;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;145;36.158
01/2015;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;20.728;4.617.471
01/2015;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;246;106.546
01/2015;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;362;73.513
01/2015;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;3.062;2.054.221
01/2015;EFVM;Prd. Siderúrgicos - Outros;Pedro Nolasco;ES;Capitão Eduardo;MG;3.518;2.295.150
01/2015;EFVM;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Intendente Câmara;MG;16.146;3.596.764
01/2015;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Governador Valadares;MG;1.238;431.272
01/2015;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;54.656;36.667.399
01/2015;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Parque Industrial;MG;6.646;1.388.363
01/2015;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;35.921;24.098.536
01/2015;EFVM;Toras de Madeira;Colatina;ES;Aracruz;ES;14.793;1.532.436
01/2015;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;24.138;2.622.207
01/2015;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;49.095;8.383.953
01/2015;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;11.164;15.726.124
01/2015;EFVM;Ureia;Tubarão;ES;Eng. Adelmar;MG;558;539.248
01/2015;FCA;Açúcar;Brejo Alegre;MG;Santos;SP;1.844;1.700.849
01/2015;FCA;Açúcar;Ituverava;SP;Conceiçãozinha;SP;8.592;5.727.882
01/2015;FCA;Açúcar;Ituverava;SP;Santos;SP;22.295;14.714.476
01/2015;FCA;Açúcar;Mato Seco;SP;Santos;SP;32.368;11.930.880
01/2015;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;91.824;51.002.536
01/2015;FCA;Açúcar;São Joaquim da Barra;SP;Conceiçãozinha;SP;1.607;1.029.846
01/2015;FCA;Açúcar;São Joaquim da Barra;SP;Santos;SP;238;150.937
01/2015;FCA;Álcool;Biagípolis;SP;Replan;SP;2.180;637.781
01/2015;FCA;Álcool;Uberlândia;MG;Paulínia;SP;6.994;4.081.020
01/2015;FCA;Álcool;Valefertil;MG;Embiruçu;MG;716;535.078
01/2015;FCA;Antracito;Capitão Eduardo;MG;Prudente de Morais;MG;4.918;346.783
01/2015;FCA;Areia;Eng. Helio Martins;GO;Brasília;DF;6.171;971.513
01/2015;FCA;Areia;Ipameri;GO;Brasília;DF;344;100.074
01/2015;FCA;Bauxita;Barão de Camargo;MG;Barão de Angra;RJ;46.148;8.424.134
01/2015;FCA;Bauxita;Bauxita;MG;Alumínio;SP;46.494;13.008.789
01/2015;FCA;Bauxita;Brasília;DF;Alumínio;SP;39.838;45.984.565
01/2015;FCA;Cal;Nova Granja;MG;Capitão Eduardo;MG;17.460;540.440
01/2015;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;11.378;17.808.060
01/2015;FCA;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;20.205;5.533.563
01/2015;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;94.214;43.951.585
01/2015;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;25.578;14.099.335
01/2015;FCA;Calcário Siderúrgico;Matozinhos;MG;Capitão Eduardo;MG;27.636;1.574.506
01/2015;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;4.880;880.000
01/2015;FCA;Calcário Siderúrgico;Morro Grande;ES;Vitória/Porto Velho;ES;5.880;914.193
01/2015;FCA;Calcário Siderúrgico;Nova Granja;MG;Capitão Eduardo;MG;19.740;611.012
01/2015;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;11.704;11.621.873
01/2015;FCA;Cimento acondicionado;Matozinhos;MG;Governador Valadares;MG;1.800;692.042
01/2015;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;42.307;19.736.554
01/2015;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;42.712;43.530.447
01/2015;FCA;Cobre;General Curado;GO;Pedro Nolasco;ES;14.468;25.361.854
01/2015;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Barra Mansa;RJ;1.910;891.030
01/2015;FCA;Contêiner Cheio de 20 Pés;General Curado;GO;Boa Vista Nova;SP;800;777.217
01/2015;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;43.488;29.613.676
01/2015;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;3.348;3.252.655
01/2015;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;2.284;2.218.956
01/2015;FCA;Cromita;Campo Formoso;BA;Irapui;BA;4.873;1.877.996
01/2015;FCA;Cromita;Itiuba;BA;Irapui;BA;27.890;8.422.194
01/2015;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;56.544;26.378.229
01/2015;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;11.524;11.767.560
01/2015;FCA;Enxofre;Conceiçãozinha;SP;Paulínia;SP;2.001;576.281
01/2015;FCA;Enxofre;Piaçaguera;SP;Valefertil;MG;65.437;45.353.861
01/2015;FCA;Farelo de Soja;Brejo Alegre;MG;Santos;SP;18.176;16.764.979
01/2015;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;1.372;1.932.663
01/2015;FCA;Farelo de Soja;General Curado;GO;Tubarão;ES;26.848;46.999.276
01/2015;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;13.944;10.080.326
01/2015;FCA;Fosfato;Catalão;GO;Valefertil;MG;64.357;19.502.938
01/2015;FCA;Fosfato;Uberlândia;MG;Paulínia;SP;9.555;5.575.371
01/2015;FCA;Gasolina;Candeias;BA;Montes Claros;MG;2.586;2.768.559
01/2015;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;5.740;2.066.181
01/2015;FCA;Gasolina;Embiruçu;MG;Montes Claros;MG;2.176;1.218.342
01/2015;FCA;Gasolina;Replan;SP;Brasília;DF;1.436;1.507.076
01/2015;FCA;Gasolina;Replan;SP;Estação Pool;GO;1.174;1.196.672
01/2015;FCA;Grãos - Milho;Brejo Alegre;MG;Santos;SP;19.271;17.774.975
01/2015;FCA;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;130.382;183.662.077
01/2015;FCA;Grãos - Milho;Uberlândia;MG;Santos;SP;15.725;13.599.562
01/2015;FCA;Grãos - Milho;Uberlândia;MG;Tubarão;ES;21.075;30.899.701
01/2015;FCA;LAB;Copec;BA;Vespasiano;MG;3.165;5.103.901
01/2015;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;9.380;9.613.346
01/2015;FCA;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;163.869;35.542.859
01/2015;FCA;Minério de Ferro;Paulo Menicucci;MG;Pedreira Rio das Velhas;MG;12.248;2.220.832
01/2015;FCA;Minério de Ferro;Prudente de Morais;MG;Capitão Eduardo;MG;6.727;474.341
01/2015;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;178.900;55.345.220
01/2015;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;12.449;13.327.838
01/2015;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;4.288;1.543.516
01/2015;FCA;Óleo Diesel;Embiruçu;MG;Pedreira Rio das Velhas;MG;4.074;158.882
01/2015;FCA;Óleo Diesel;Replan;SP;Araguari;MG;50;31.963
01/2015;FCA;Óleo Diesel;Replan;SP;Brasília;DF;7.657;8.035.990
01/2015;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;9.608;9.793.550
01/2015;FCA;Óleo Diesel;Replan;SP;Ribeirão Preto;SP;4.740;1.342.500
01/2015;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;37.949;25.899.282
01/2015;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Brasília;DF;5.312;5.574.923
01/2015;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Estação Pool;GO;6.877;7.009.809
01/2015;FCA;Outros - Combust, deriv. Petro., alcool;Candeias;BA;Montes Claros;MG;1.345;1.439.950
01/2015;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Divinopolis;MG;369;48.393
01/2015;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Governador Valadares;MG;2.527;909.624
01/2015;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Montes Claros;MG;414;231.799
01/2015;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Wilson Lobato;MG;203;19.828
01/2015;FCA;Pedras em Blocos e Placas;Carmo da Mata;MG;Pedro Nolasco;ES;260;225.506
01/2015;FCA;Prd. Siderúrgicos - Outros;Eldorado;MG;João Monlevade;MG;275;39.689
01/2015;FCA;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Pedreira Rio das Velhas;MG;845;24.085
01/2015;FCA;Prd. Siderúrgicos - Tarugo;Nova Granja;MG;Copec;BA;1.237;1.988.427
01/2015;FCA;Prd. Siderúrgicos - Tarugo;Parque Industrial;MG;Copec;BA;10.957;18.335.959
01/2015;FCA;Prd. Siderúrgicos - Vergalhões;Parque Industrial;MG;Tubarão;ES;2.007;1.348.664
01/2015;FCA;Soja;Brejo Alegre;MG;Santos;SP;3.528;3.254.117
01/2015;FCA;Soja;Brejo Alegre;MG;Tubarão;ES;61.463;86.579.608
01/2015;FCA;Soja;Carreira Comprida;MG;Tubarão;ES;1.102;723.508
01/2015;FCA;Soja;Pirapora;MG;Tubarão;ES;2.978;3.137.672
01/2015;FCA;Soja;Uberlândia;MG;Conceiçãozinha;SP;9.724;8.474.466
01/2015;FCA;Soja;Uberlândia;MG;Santos;SP;3.909;3.380.648
01/2015;FCA;Toras de Madeira;Araguaia;ES;Aracruz;ES;14.143;2.709.573
01/2015;FCA;Toras de Madeira;Esplanada;BA;Copec;BA;14.460;2.214.838
01/2015;FNSTN;Celulose;Suzano;MA;Itaqui;MA;92.560;57.100.264
01/2015;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;5.490;6.939.379
01/2015;FNSTN;Grãos - Milho;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;5.794;5.659.000
01/2015;FNSTN;Grãos - Milho;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;36.443;26.446.687
01/2015;FNSTN;Minério de Ferro;Porto Nacional;TO;Açailândia;MA;3.281;2.370.522
01/2015;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;12.408;15.655.821
01/2015;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;10.136;560.125
01/2015;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;160.205;12.636.010
01/2015;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;45.896;3.215.060
01/2015;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;34.202;2.207.944
01/2015;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;13.740;1.464.711
01/2015;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;1.170;124.724
01/2015;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;968;103.191
01/2015;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;92;9.807
01/2015;FTL;Cimento acondicionado;Primavera;CE;São Luis - Tirirical;MA;1.980;2.270.828
01/2015;FTL;Cimento acondicionado;Primavera;CE;Teresina;PI;2.410;1.665.028
01/2015;FTL;Cimento acondicionado;Sobral;CE;Mucuripe;CE;14.232;3.704.419
01/2015;FTL;Cimento acondicionado;Sobral;CE;Teresina;PI;5.328;2.663.489
01/2015;FTL;Coque;Mucuripe;CE;Sobral;CE;1.063;276.686
01/2015;FTL;Farinha de Trigo;Mucuripe;CE;Sobral;CE;180;46.852
01/2015;FTL;Farinha de Trigo;Mucuripe;CE;Teresina;PI;675;513.130
01/2015;FTL;Gasolina;Itaqui;MA;Teresina;PI;19.152;8.812.793
01/2015;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;29.227;13.448.803
01/2015;FTL;Prd. Siderúrgicos - Bobina - BF;Mucuripe;CE;Teresina;PI;7.761;5.899.850
01/2015;FTL;Prd. Siderúrgicos - Outros;Pecem;CE;Teresina;PI;4.573;3.241.722
01/2015;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;84.232;42.988.727
01/2015;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;99.155;26.917.410
01/2015;MRS;Açúcar;Itirapina;SP;Santos;SP;115.679;45.441.951
01/2015;MRS;Açúcar;Santa Adélia;SP;Santos;SP;5.128;2.608.773
01/2015;MRS;Areia;Curuputuba;SP;Mooca;SP;30.900;5.216.706
01/2015;MRS;Areia;Curuputuba;SP;Santo André;SP;16.197;2.955.110
01/2015;MRS;Areia;Roseira;SP;Água Branca;SP;23.914;4.413.377
01/2015;MRS;Areia;Roseira;SP;Mooca;SP;13.719;2.444.589
01/2015;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;45.990;31.221.369
01/2015;MRS;Calcário Siderúrgico;Cel. João Carlos Guedes;MG;Siderúrgica do Atlântico;RJ;34.692;15.076.623
01/2015;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;150.925;17.959.471
01/2015;MRS;Celulose;São Silvestre;SP;Santos;SP;74.448;8.306.163
01/2015;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;16.432;10.707.502
01/2015;MRS;Cimento a Granel;Terminal Cimento Barroso;MG;Deodoro;RJ;7.204;2.570.639
01/2015;MRS;Cimento a Granel;Terminal Cimento Barroso;MG;Santo André;SP;2.718;1.802.349
01/2015;MRS;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;7.467;5.951.371
01/2015;MRS;Cimento a Granel;Wilson Lobato;MG;Deodoro;RJ;8.239;5.329.990
01/2015;MRS;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;10.541;9.164.957
01/2015;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;10.893;5.779.150
01/2015;MRS;Cimento acondicionado;Pedra do Sino;MG;São José dos Campos;SP;1.440;862.079
01/2015;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;13.767;1.991.576
01/2015;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;359;129.268
01/2015;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;12.544;2.960.271
01/2015;MRS;Contêiner Cheio de 20 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;644;121.890
01/2015;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Edmar Alves;SP;4.472;745.098
01/2015;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;3.160;774.504
01/2015;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Ouro Fino;SP;339;16.996
01/2015;MRS;Contêiner Cheio de 20 Pés;Edmar Alves;SP;Conceiçãozinha;SP;1.175;195.771
01/2015;MRS;Contêiner Cheio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;349;85.538
01/2015;MRS;Contêiner Cheio de 20 Pés;Piaçaguera;SP;Boa Vista Velha;SP;33;5.685
01/2015;MRS;Contêiner Cheio de 20 Pés;Santos;SP;Ouro Fino;SP;108;5.679
01/2015;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Arará;RJ;3.177;1.749.507
01/2015;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Brisamar;RJ;2.344;1.218.908
01/2015;MRS;Contêiner Cheio de 20 Pés - Perigoso;Eng. Neiva;SP;Conceiçãozinha;SP;133;32.598
01/2015;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.871;685.257
01/2015;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;7.851;1.536.530
01/2015;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;1.714;324.410
01/2015;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Edmar Alves;SP;577;96.136
01/2015;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;944;231.371
01/2015;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Ouro Fino;SP;3.477;174.323
01/2015;MRS;Contêiner Cheio de 40 Pés;Edmar Alves;SP;Conceiçãozinha;SP;29;4.832
01/2015;MRS;Contêiner Cheio de 40 Pés;Piaçaguera;SP;Boa Vista Velha;SP;41;7.064
01/2015;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Ouro Fino;SP;2.265;119.101
01/2015;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Conceiçãozinha;SP;6.075;389.626
01/2015;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Santos;SP;905;60.258
01/2015;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Sarzedo Novo;MG;274;167.274
01/2015;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Sarzedo Novo;MG;138;80.016
01/2015;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;246;46.560
01/2015;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;46;11.274
01/2015;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;182;44.607
