Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2007;EFVM;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;8.897;1.565.872
01/2007;EFVM;Calcário Siderúrgico;Pedro Nolasco;ES;Tubarão;ES;5.739;172.170
01/2007;EFVM;Carvão Mineral;Tubarão;ES;Bela Vista de Minas;MG;17.445;9.176.070
01/2007;EFVM;Carvão Mineral;Tubarão;ES;Intendente Câmara;MG;197.183;85.971.788
01/2007;EFVM;Carvão Mineral;Tubarão;ES;Ouro Branco;MG;165.413;110.661.297
01/2007;EFVM;Carvão Mineral;Tubarão;ES;Vespasiano;MG;4.850;3.278.600
01/2007;EFVM;Carvão Mineral;Tubarão;ES;Wilson Lobato;MG;8.640;6.048.000
01/2007;EFVM;Celulose;Aracruz;ES;Frederico Selow;MG;66;24.354
01/2007;EFVM;Celulose;Frederico Selow;MG;Aracruz;ES;82.086;30.289.734
01/2007;EFVM;Cimento acondicionado;Tubarão;ES;Governador Valadares;MG;240;78.000
01/2007;EFVM;Cloreto de Potássio;Tubarão;ES;Catalão;GO;1.042;1.596.344
01/2007;EFVM;Cloreto de Potássio;Tubarão;ES;Padre Eustáquio;MG;1.464;1.130.208
01/2007;EFVM;Cloreto de Potássio;Tubarão;ES;Três Coracoes;MG;5.635;6.215.405
01/2007;EFVM;Cloreto de Potássio;Tubarão;ES;Valefertil;MG;12.367;17.956.884
01/2007;EFVM;Cloreto de Potássio;Tubarão;ES;Varginha;MG;1.521;1.730.898
01/2007;EFVM;Contêiner Cheio de 20 Pés;Aracruz;ES;Pedro Nolasco;ES;434;53.816
01/2007;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Boa Vista Nova;SP;476;898.688
01/2007;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Couto e Silva;MG;81;57.186
01/2007;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;General Curado;GO;49;86.289
01/2007;EFVM;Contêiner Cheio de 20 Pés;Pedro Nolasco;ES;Mário Carvalho;MG;487;218.663
01/2007;EFVM;Contêiner Cheio de 40 Pés;Pedro Nolasco;ES;Boa Vista Nova;SP;364;687.232
01/2007;EFVM;Contêiner Cheio de 40 Pés;Pedro Nolasco;ES;Parque Industrial;MG;930;641.700
01/2007;EFVM;Contêiner Vazio de 20 Pés;Couto e Silva;MG;Pedro Nolasco;ES;10;7.060
01/2007;EFVM;Contêiner Vazio de 20 Pés;Mário Carvalho;MG;Pedro Nolasco;ES;54;24.246
01/2007;EFVM;Contêiner Vazio de 40 Pés;Couto e Silva;MG;Pedro Nolasco;ES;1;706
01/2007;EFVM;Contêiner Vazio de 40 Pés;Parque Industrial;MG;Pedro Nolasco;ES;8;5.520
01/2007;EFVM;Contêiner Vazio de 40 Pés;Pedro Nolasco;ES;Parque Industrial;MG;3;2.070
01/2007;EFVM;Coque;Tubarão;ES;Bela Vista de Minas;MG;29.870;15.711.620
01/2007;EFVM;Coque;Tubarão;ES;Intendente Câmara;MG;34.439;15.015.404
01/2007;EFVM;Coque;Tubarão;ES;Mário Carvalho;MG;6.451;2.896.499
01/2007;EFVM;Coque;Tubarão;ES;Ouro Branco;MG;3.267;2.185.623
01/2007;EFVM;Coque;Tubarão;ES;Paulo Menicucci;MG;9.880;8.210.280
01/2007;EFVM;Coque;Tubarão;ES;Prudente de Morais;MG;1.380;989.460
01/2007;EFVM;Coque;Tubarão;ES;Vespasiano;MG;6.858;4.636.008
01/2007;EFVM;Coque;Tubarão;ES;Wilson Lobato;MG;6.300;4.410.000
01/2007;EFVM;Dolomita;Capitão Eduardo;MG;Intendente Câmara;MG;7.811;1.757.475
01/2007;EFVM;Dolomita;Gongo Soco;MG;Intendente Câmara;MG;4.777;831.198
01/2007;EFVM;Dunito;Eng. Costa Lacerda;MG;Intendente Câmara;MG;14.254;1.895.782
01/2007;EFVM;Dunito;Eng. Costa Lacerda;MG;Mário Carvalho;MG;1.965;235.800
01/2007;EFVM;Dunito;Eng. Costa Lacerda;MG;Ouro Branco;MG;376;37.600
01/2007;EFVM;Escória;Intendente Câmara;MG;Dr. Lund;MG;25.134;6.384.036
01/2007;EFVM;Escória;Intendente Câmara;MG;Eng. Bhering;MG;13.091;7.501.143
01/2007;EFVM;Escória;João Correia;MG;Wilson Lobato;MG;5.487;1.497.951
01/2007;EFVM;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;23.889;34.065.714
01/2007;EFVM;Farelo de Soja;Jardim Ingá;GO;Tubarão;ES;17.403;31.081.758
01/2007;EFVM;Farelo de Soja;Uberlândia;MG;Tubarão;ES;2.588;3.843.180
01/2007;EFVM;Ferro Gusa;Capitão Eduardo;MG;Intendente Câmara;MG;12.858;2.893.050
01/2007;EFVM;Ferro Gusa;Funil;MG;Pedro Nolasco;ES;60.543;38.808.063
01/2007;EFVM;Ferro Gusa;Helio Torres;MG;Pedro Nolasco;ES;6.540;5.375.880
01/2007;EFVM;Ferro Gusa;Laboreau;MG;Pedro Nolasco;ES;2.000;1.066.000
01/2007;EFVM;Ferro Gusa;Piraqueaçu;ES;Intendente Câmara;MG;77;27.797
01/2007;EFVM;Ferro Gusa;Piraqueaçu;ES;Pedro Nolasco;ES;21.581;1.618.575
01/2007;EFVM;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;4.156;2.979.852
01/2007;EFVM;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;55;78.430
01/2007;EFVM;Grãos - Milho;Uberlândia;MG;Tubarão;ES;7.125;10.580.625
01/2007;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Brasília;DF;1.660;3.061.040
01/2007;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Carreira Comprida;MG;12.002;7.945.324
01/2007;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Parque Industrial;MG;17.092;11.793.480
01/2007;EFVM;Grãos - Trigo;Pedro Nolasco;ES;Varginha;MG;935;1.064.030
01/2007;EFVM;Manganês;Fábrica;MG;Intendente Câmara;MG;2.720;652.800
01/2007;EFVM;Manganês;Tubarão;ES;Intendente Câmara;MG;630;274.680
01/2007;EFVM;Manganês;Tubarão;ES;Ouro Branco;MG;11.650;7.793.850
01/2007;EFVM;Máquinas, Motores, Peças e acessórios;Pedreira Rio das Velhas;MG;Pedro Nolasco;ES;33;21.318
01/2007;EFVM;Máquinas, Motores, Peças e acessórios;Pedro Nolasco;ES;Pedreira Rio das Velhas;MG;19;12.274
01/2007;EFVM;Máquinas, Motores, Peças e acessórios;Tubarão;ES;Pedreira Rio das Velhas;MG;85;54.910
01/2007;EFVM;Minério de Ferro;Alegria;MG;Intendente Câmara;MG;94.503;15.971.007
01/2007;EFVM;Minério de Ferro;Alegria;MG;Mário Carvalho;MG;19.813;3.090.828
01/2007;EFVM;Minério de Ferro;Alegria;MG;Tubarão;ES;669.223;404.879.915
01/2007;EFVM;Minério de Ferro;Bicas;MG;Tubarão;ES;305.911;167.027.406
01/2007;EFVM;Minério de Ferro;Brucutu;MG;Tubarão;ES;955.546;564.727.686
01/2007;EFVM;Minério de Ferro;Conceição;MG;Intendente Câmara;MG;102.533;11.483.696
01/2007;EFVM;Minério de Ferro;Conceição;MG;Tubarão;ES;1.880.164;1.030.329.872
01/2007;EFVM;Minério de Ferro;Fábrica;MG;Intendente Câmara;MG;44.438;10.665.120
01/2007;EFVM;Minério de Ferro;Fábrica;MG;João Monlevade;MG;5.408;794.976
01/2007;EFVM;Minério de Ferro;Fábrica;MG;Mário Carvalho;MG;48.204;10.942.308
01/2007;EFVM;Minério de Ferro;Fábrica;MG;Ouro Branco;MG;28.957;955.581
01/2007;EFVM;Minério de Ferro;Fábrica;MG;Tubarão;ES;221.362;149.640.712
01/2007;EFVM;Minério de Ferro;Fábrica Muro;MG;Intendente Câmara;MG;33.364;7.840.540
01/2007;EFVM;Minério de Ferro;Fábrica Muro;MG;Tubarão;ES;71.938;48.270.398
01/2007;EFVM;Minério de Ferro;Gongo Soco;MG;Intendente Câmara;MG;84.370;14.680.380
01/2007;EFVM;Minério de Ferro;Gongo Soco;MG;Tubarão;ES;364.495;222.341.950
01/2007;EFVM;Minério de Ferro;João Paulo;MG;Intendente Câmara;MG;138.646;15.251.060
01/2007;EFVM;Minério de Ferro;João Paulo;MG;Mário Carvalho;MG;11.627;1.127.819
01/2007;EFVM;Minério de Ferro;João Paulo;MG;Piraqueaçu;ES;34.870;16.423.770
01/2007;EFVM;Minério de Ferro;João Paulo;MG;Tubarão;ES;1.678.854;916.654.284
01/2007;EFVM;Minério de Ferro;Mário Carvalho;MG;Tubarão;ES;3.246;1.457.454
01/2007;EFVM;Minério de Ferro;Ouro Branco;MG;Intendente Câmara;MG;13.853;3.227.749
01/2007;EFVM;Minério de Ferro;Ouro Branco;MG;Tubarão;ES;171.862;114.975.678
01/2007;EFVM;Minério de Ferro;Pedreira Rio das Velhas;MG;Tubarão;ES;78.584;50.765.264
01/2007;EFVM;Minério de Ferro;Piraqueaçu;ES;Tubarão;ES;7.050;528.750
01/2007;EFVM;Minério de Ferro;Timbopeba;MG;Tubarão;ES;1.422.957;877.964.469
01/2007;EFVM;Minério de Ferro;Tubarão;ES;Intendente Câmara;MG;40.708;17.748.688
01/2007;EFVM;Minério de Ferro;Tubarão;ES;Tubarão;ES;35.888;107.664
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Desembargador Drumond;MG;Pedro Nolasco;ES;2.072;1.050.504
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Governador Valadares;MG;Wilson Lobato;MG;55;20.625
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Intendente Câmara;MG;Tubarão;ES;3.556;1.550.416
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Ouro Branco;MG;Tubarão;ES;11.257;7.530.933
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Pedro Nolasco;ES;Desembargador Drumond;MG;1;507
01/2007;EFVM;Outras - Carga Geral Não Conteinerizada;Tubarão;ES;Mário Carvalho;MG;45;20.205
01/2007;EFVM;Pedras em Blocos e Placas;Baixo Guandu;ES;Pedro Nolasco;ES;501;87.675
01/2007;EFVM;Pedras em Blocos e Placas;Carmo da Mata;MG;Pedro Nolasco;ES;294;259.896
01/2007;EFVM;Pedras em Blocos e Placas;Colatina;ES;Pedro Nolasco;ES;6.895;910.140
01/2007;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Morro Grande;ES;119;57.953
01/2007;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Pedro Nolasco;ES;7.419;2.411.175
01/2007;EFVM;Pedras em Blocos e Placas;Governador Valadares;MG;Tubarão;ES;432;140.400
01/2007;EFVM;Pedras em Blocos e Placas;João Paulo;MG;Pedro Nolasco;ES;1.312;716.352
01/2007;EFVM;Pedras em Blocos e Placas;Mascarenhas;ES;Morro Grande;ES;190;61.940
01/2007;EFVM;Pedras em Blocos e Placas;Mascarenhas;ES;Pedro Nolasco;ES;660;108.240
01/2007;EFVM;Pedras em Blocos e Placas;Piraqueaçu;ES;Pedro Nolasco;ES;387;29.025
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Colatina;ES;718;218.272
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Couto e Silva;MG;955;257.850
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Eldorado;MG;14.379;3.637.887
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Embiruçu;MG;2.816;743.424
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;João Correia;MG;70;630
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Piraqueaçu;ES;556;200.716
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Intendente Câmara;MG;Tubarão;ES;49.192;21.447.712
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Mário Carvalho;MG;Arará;RJ;4.116;2.963.520
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Barbará;RJ;11.572;12.671.340
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Barra Mansa;RJ;7.954;5.273.502
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Boa Vista Nova;SP;4.780;9.024.640
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Boa Vista Velha;SP;1.101;1.696.641
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Curuputuba;SP;2.520;3.177.720
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;Ipiranga;SP;9.076;12.978.680
01/2007;EFVM;Prd. Siderúrgicos - Bobina - BF;Tubarão;ES;São Caetano do Sul;SP;1.259;1.805.406
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Eldorado;MG;12.114;1.938.240
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Governador Valadares;MG;5.470;1.115.880
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Parque Industrial;MG;12.018;1.934.898
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Pedro Nolasco;ES;9.259;4.898.011
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;João Monlevade;MG;Tubarão;ES;19.145;10.127.705
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;Ouro Branco;MG;Tubarão;ES;20.273;13.562.637
01/2007;EFVM;Prd. Siderúrgicos - Fio Máquina;Pedro Nolasco;ES;Pedro Nolasco;ES;159;795
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Carreira Comprida;MG;8.454;1.910.604
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Couto e Silva;MG;6.712;1.812.240
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Eldorado;MG;24.301;6.148.153
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Embiruçu;MG;29.387;7.758.168
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Ouro Branco;MG;1.141;265.853
01/2007;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;18.838;8.213.368
01/2007;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Parque Industrial;MG;644;155.204
01/2007;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Pedro Nolasco;ES;3.401;1.527.049
01/2007;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Tubarão;ES;3.938;1.768.162
01/2007;EFVM;Prd. Siderúrgicos - Outros;Pedro Nolasco;ES;Intendente Câmara;MG;78;34.008
01/2007;EFVM;Prd. Siderúrgicos - Placa;Intendente Câmara;MG;Tubarão;ES;16.481;7.185.716
01/2007;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;41.072;27.477.168
01/2007;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;14.390;6.274.040
01/2007;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;72.370;48.415.530
01/2007;EFVM;Soja;Araguari;MG;Tubarão;ES;511;734.307
01/2007;EFVM;Soja;Brejo Alegre;MG;Tubarão;ES;31.682;45.178.532
01/2007;EFVM;Soja;Irara;MG;Tubarão;ES;6.008;9.192.240
01/2007;EFVM;Soja;Uberlândia;MG;Tubarão;ES;11.629;17.269.065
01/2007;EFVM;Sucata;Intendente Câmara;MG;Paulo Menicucci;MG;291;114.945
01/2007;EFVM;Tijolos e Telhas;Tumiritinga;MG;Eng. Costa Lacerda;MG;44;12.628
01/2007;EFVM;Tijolos e Telhas;Tumiritinga;MG;João Monlevade;MG;22;5.434
01/2007;EFVM;Tijolos e Telhas;Tumiritinga;MG;João Paulo;MG;834;220.176
01/2007;EFVM;Toretes;Araguaia;ES;Aracruz;ES;2.435;467.520
01/2007;EFVM;Toretes;Colatina;ES;Aracruz;ES;7.798;795.396
01/2007;EFVM;Toretes;Desembargador Drumond;MG;Frederico Selow;MG;26.484;2.860.272
01/2007;EFVM;Toretes;Eng. Costa Lacerda;MG;Frederico Selow;MG;37.510;6.376.700
01/2007;EFVM;Toretes;Piraqueaçu;ES;Frederico Selow;MG;66.412;21.517.488
01/2007;EFVM;Ureia;Tubarão;ES;Catalão;GO;922;1.412.504
01/2007;EFVM;Ureia;Tubarão;ES;Três Coracoes;MG;184;202.952
01/2007;EFVM;Ureia;Tubarão;ES;Valefertil;MG;9.833;14.277.516
01/2007;EFVM;Ureia;Tubarão;ES;Varginha;MG;5.311;6.043.918
01/2007;FCA;Açúcar;Biagípolis;SP;Santos;SP;24.994;13.746.700
01/2007;FCA;Açúcar;Ituverava;SP;Santos;SP;8.637;5.579.502
01/2007;FCA;Açúcar;Lagoa Prata;MG;Pedro Nolasco;ES;5.500;4.878.500
01/2007;FCA;Açúcar;Ribeirão Preto;SP;Conceiçãozinha;SP;6.809;3.833.467
01/2007;FCA;Açúcar;São Joaquim da Barra;SP;Conceiçãozinha;SP;27.011;17.314.051
01/2007;FCA;Açúcar;Uberlândia;MG;Pedro Nolasco;ES;5.775;8.240.925
01/2007;FCA;Álcool;Biagípolis;SP;Brasília;DF;1.737;1.377.441
01/2007;FCA;Álcool;Biagípolis;SP;Embiruçu;MG;477;442.656
01/2007;FCA;Álcool;Biagípolis;SP;Estação Pool;GO;379;289.177
01/2007;FCA;Álcool;Biagípolis;SP;Governador Valadares;MG;144;180.576
01/2007;FCA;Álcool;Biagípolis;SP;Tubarão;ES;1.102;1.732.344
01/2007;FCA;Álcool;Ribeirão Preto;SP;Brasília;DF;1.355;1.037.930
01/2007;FCA;Álcool;Ribeirão Preto;SP;Embiruçu;MG;914;823.514
01/2007;FCA;Álcool;Ribeirão Preto;SP;Estação Pool;GO;952;700.672
01/2007;FCA;Álcool;Ribeirão Preto;SP;Governador Valadares;MG;141;173.007
01/2007;FCA;Álcool;Ribeirão Preto;SP;Tubarão;ES;1.689;2.609.505
01/2007;FCA;Areia;Eng. Amorim;GO;Brasília;DF;5.586;1.055.754
01/2007;FCA;Areia;Ipameri;GO;Brasília;DF;1.881;547.371
01/2007;FCA;Areia;Roncador Novo;GO;Brasília;DF;4.389;1.075.305
01/2007;FCA;Bauxita;Barão de Camargo;MG;Três Rios;RJ;31.601;5.561.776
01/2007;FCA;Bauxita;Bauxita;MG;Alumínio;SP;77.644;22.594.404
01/2007;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;13.258;21.093.478
01/2007;FCA;Cal;Nova Granja;MG;Tubarão;ES;16.890;10.843.380
01/2007;FCA;Cal;Prudente de Morais;MG;Porto de Aratu;BA;3.808;5.902.400
01/2007;FCA;Cal;Prudente de Morais;MG;Tubarão;ES;8.011;5.471.513
01/2007;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;89.319;41.711.973
01/2007;FCA;Calcário Siderúrgico;Capitão Eduardo;MG;Tubarão;ES;3.697;2.262.564
01/2007;FCA;Calcário Siderúrgico;Matozinhos;MG;Ouro Branco;MG;11.852;3.069.668
01/2007;FCA;Calcário Siderúrgico;Matozinhos;MG;Pedro Nolasco;ES;6.177;4.132.413
01/2007;FCA;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;30.828;20.623.932
01/2007;FCA;Calcário Siderúrgico;Morro Grande;ES;Tubarão;ES;5.459;1.048.128
01/2007;FCA;Calcário Siderúrgico;Morro Grande;ES;Vitória/Porto Velho;ES;1.960;317.520
01/2007;FCA;Calcário Siderúrgico;Nova Granja;MG;Capitão Eduardo;MG;1.000;30.000
01/2007;FCA;Calcário Siderúrgico;Nova Granja;MG;Pedro Nolasco;ES;2.257;1.448.994
01/2007;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;3.478;2.232.876
01/2007;FCA;Carvão Mineral;Paulo Menicucci;MG;Eng. Bhering;MG;2.499;424.830
01/2007;FCA;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;11.840;11.129.600
01/2007;FCA;Cimento a Granel;Vespasiano;MG;Rocha Sobrinho;RJ;10.064;6.189.360
01/2007;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;7.293;7.314.879
01/2007;FCA;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;19.885;19.904.885
01/2007;FCA;Cimento acondicionado;Barra Mansa;RJ;Angra dos Reis;RJ;2.383;254.981
01/2007;FCA;Cimento acondicionado;Vespasiano;MG;Rocha Sobrinho;RJ;1.296;797.040
01/2007;FCA;Cimento acondicionado;Vespasiano;MG;Taubaté;SP;943;769.488
01/2007;FCA;Cimento acondicionado;Wilson Lobato;MG;Governador Valadares;MG;3.420;1.183.320
01/2007;FCA;Clínquer;Eng. Bhering;MG;Dr. Lund;MG;2.558;1.030.874
01/2007;FCA;Cobre;Barrinha;BA;Copec;BA;3.568;1.591.328
01/2007;FCA;Contêiner Cheio de 20 Pés;Copec;BA;Boa Vista Nova;SP;291;843.318
01/2007;FCA;Contêiner Cheio de 20 Pés;Santos;SP;General Curado;GO;437;539.695
01/2007;FCA;Contêiner Cheio de 20 Pés;Santos;SP;Uberlândia;MG;272;232.016
01/2007;FCA;Contêiner Cheio de 20 Pés;Uberlândia;MG;Conceiçãozinha;SP;489;427.875
01/2007;FCA;Contêiner Cheio de 20 Pés;Uberlândia;MG;Santos;SP;224;191.072
01/2007;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Bernardo Saiao;DF;290;300.730
01/2007;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Copec;BA;5.033;15.049.682
01/2007;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;General Curado;GO;4.484;4.385.352
01/2007;FCA;Contêiner Cheio de 40 Pés;Boa Vista Nova;SP;Uberlândia;MG;82;48.872
01/2007;FCA;Contêiner Cheio de 40 Pés;Copec;BA;Boa Vista Nova;SP;4.801;13.962.380
01/2007;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;210;205.380
01/2007;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Copec;BA;392;1.092.112
01/2007;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Parque Industrial;MG;547;594.042
01/2007;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Pedro Nolasco;ES;68;116.756
01/2007;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Uberlândia;MG;99;37.818
01/2007;FCA;Contêiner Cheio de 40 Pés;Parque Industrial;MG;Pedro Nolasco;ES;25;15.900
01/2007;FCA;Contêiner Cheio de 40 Pés;Santos;SP;Uberlândia;MG;314;267.842
