Mes_Ano;Ferrovia;Mercadoria_ANTT;Estacao_Origem;UF_Origem;Estacao_Destino;UF_Destino;TU;TKU
01/2016;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Lafaiete Bandeira;MG;22.157;4.935.804
01/2016;EFVM;Prd. Siderúrgicos - Outros;Intendente Câmara;MG;Tubarão;ES;7.548;3.269.122
01/2016;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Capitão Eduardo;MG;80;16.246
01/2016;EFVM;Prd. Siderúrgicos - Outros;Mário Carvalho;MG;Parque Industrial;MG;115;25.881
01/2016;EFVM;Prd. Siderúrgicos - Outros;Ouro Branco;MG;Tubarão;ES;3.176;2.130.702
01/2016;EFVM;Prd. Siderúrgicos - Placa;Lafaiete Bandeira;MG;Intendente Câmara;MG;6.248;1.391.836
01/2016;EFVM;Prd. Siderúrgicos - Placa;Ouro Branco;MG;Tubarão;ES;17.148;11.504.182
01/2016;EFVM;Prd. Siderúrgicos - Placa;Tubarão;ES;Intendente Câmara;MG;402;174.111
01/2016;EFVM;Prd. Siderúrgicos - Tarugo;Ouro Branco;MG;Tubarão;ES;67.184;45.072.132
01/2016;EFVM;Toras de Madeira;Colatina;ES;Aracruz;ES;11.628;1.204.568
01/2016;EFVM;Toras de Madeira;Desembargador Drumond;MG;Frederico Selow;MG;21.456;2.330.851
01/2016;EFVM;Toras de Madeira;Eng. Costa Lacerda;MG;Frederico Selow;MG;46.711;7.976.837
01/2016;EFVM;Ureia;Tubarão;ES;Brejo Alegre;MG;720;1.014.225
01/2016;EFVM;Ureia;Tubarão;ES;Eng. Adelmar;MG;6.220;6.010.979
01/2016;FCA;Açúcar;Guará;SP;Santos;SP;29.317;19.008.851
01/2016;FCA;Açúcar;Ituverava;SP;Santos;SP;8.455;5.580.215
01/2016;FCA;Açúcar;Mato Seco;SP;Santos;SP;16.176;5.962.489
01/2016;FCA;Açúcar;Ribeirão Preto;SP;Santos;SP;49.228;27.343.102
01/2016;FCA;Álcool;Uberlândia;MG;Paulínia;SP;534;311.591
01/2016;FCA;Álcool;Uberlândia;MG;Replan;SP;8.692;5.151.114
01/2016;FCA;Areia;Eng. Helio Martins;GO;Brasília;DF;1.776;279.599
01/2016;FCA;Areia;Ipameri;GO;Brasília;DF;1.725;501.827
01/2016;FCA;Bauxita;Bauxita;MG;Alumínio;SP;38.571;10.791.973
01/2016;FCA;Bauxita;Brasília;DF;Alumínio;SP;55.209;63.727.142
01/2016;FCA;Cal;Nova Granja;MG;Porto de Aratu;BA;16.332;25.561.720
01/2016;FCA;Calcário Britado;Arcos;MG;Intendente Câmara;MG;3.082;1.698.888
01/2016;FCA;Calcário Corretivo;Matozinhos;MG;Intendente Câmara;MG;24.262;6.644.658
01/2016;FCA;Calcário Corretivo;Matozinhos;MG;Tubarão;ES;2.679;1.894.005
01/2016;FCA;Calcário Corretivo;Nova Granja;MG;Tubarão;ES;2.820;1.920.313
01/2016;FCA;Calcário Siderúrgico;Arcos;MG;Barra Mansa;RJ;84.338;39.344.352
01/2016;FCA;Calcário Siderúrgico;Arcos;MG;Intendente Câmara;MG;22.416;12.356.349
01/2016;FCA;Calcário Siderúrgico;Matozinhos;MG;João Monlevade;MG;5.062;912.820
01/2016;FCA;Calcário Siderúrgico;Matozinhos;MG;Tubarão;ES;32.101;22.694.829
01/2016;FCA;Calcário Siderúrgico;Morro Grande;ES;Tubarão;ES;4.043;750.745
01/2016;FCA;Calcário Siderúrgico;Nova Granja;MG;Tubarão;ES;35.720;24.323.963
01/2016;FCA;Cimento a Granel;Matozinhos;MG;Governador Valadares;MG;780;299.885
01/2016;FCA;Cimento a Granel;Wilson Lobato;MG;Ribeirão Preto;SP;11.424;11.343.838
01/2016;FCA;Clínquer;Arcos;MG;Barra Mansa;RJ;8.329;3.885.545
01/2016;FCA;Cloreto de Potássio;Fosfago;GO;Final Ramal das Fábricas;SP;39.079;39.827.831
01/2016;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Barra Mansa;RJ;2.384;1.112.155
01/2016;FCA;Contêiner Cheio de 20 Pés;Arcos;MG;Tubarão;ES;1.688;1.661.566
01/2016;FCA;Contêiner Cheio de 20 Pés;Nova Granja;MG;Tubarão;ES;36.248;24.683.511
01/2016;FCA;Contêiner Cheio de 40 Pés;General Curado;GO;Boa Vista Nova;SP;1.811;1.759.427
01/2016;FCA;Cromita;Campo Formoso;BA;Irapui;BA;9.166;3.532.466
01/2016;FCA;Cromita;Itiuba;BA;Irapui;BA;17.965;5.425.052
01/2016;FCA;Dolomita;Arcos;MG;Barra Mansa;RJ;47.419;22.121.343
01/2016;FCA;Enxofre;Conceiçãozinha;SP;Fosfago;GO;11.453;11.695.060
01/2016;FCA;Enxofre;Piaçaguera;SP;Paulínia;SP;5.309;1.438.723
01/2016;FCA;Enxofre;Piaçaguera;SP;Valefertil;MG;50.528;35.020.552
01/2016;FCA;Farelo de Soja;Brejo Alegre;MG;Santos;SP;4.971;4.585.096
01/2016;FCA;Farelo de Soja;Brejo Alegre;MG;Tubarão;ES;11.311;15.933.195
01/2016;FCA;Ferro Gusa;Capitão Eduardo;MG;Pedro Nolasco;ES;5.896;3.846.563
01/2016;FCA;Ferro Gusa;Prudente de Morais;MG;Pedro Nolasco;ES;11.073;8.004.839
01/2016;FCA;Fosfato;Catalão;GO;Valefertil;MG;57.956;17.563.160
01/2016;FCA;Fosfato;Uberlândia;MG;Paulínia;SP;4.344;2.534.737
01/2016;FCA;Gasolina;Candeias;BA;Montes Claros;MG;4.449;4.763.076
01/2016;FCA;Gasolina;Embiruçu;MG;Governador Valadares;MG;7.416;2.669.479
01/2016;FCA;Gasolina;Embiruçu;MG;Tubarão;ES;2.256;1.539.666
01/2016;FCA;Grãos - Milho;Araguari;MG;Tubarão;ES;23.079;32.761.635
01/2016;FCA;Grãos - Milho;Brejo Alegre;MG;Santos;SP;12.996;11.987.108
01/2016;FCA;Grãos - Milho;Brejo Alegre;MG;Tubarão;ES;262.631;369.954.113
01/2016;FCA;Grãos - Milho;Carreira Comprida;MG;Tubarão;ES;16.125;10.586.724
01/2016;FCA;Grãos - Milho;General Curado;GO;Tubarão;ES;7.172;12.555.081
01/2016;FCA;Grãos - Milho;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;8.239;6.733.742
01/2016;FCA;Grãos - Milho;Uberlândia;MG;Conceiçãozinha;SP;11.396;9.931.614
01/2016;FCA;Grãos - Milho;Uberlândia;MG;Santos;SP;15.652;13.536.428
01/2016;FCA;Grãos - Milho;Uberlândia;MG;Tubarão;ES;71.098;104.242.319
01/2016;FCA;LAB;Copec;BA;Vespasiano;MG;3.785;6.103.717
01/2016;FCA;Magnesita;Catiboaba;BA;Parque Industrial;MG;9.265;9.495.486
01/2016;FCA;Minério de Ferro;Capitão Eduardo;MG;Intendente Câmara;MG;107.110;23.231.945
01/2016;FCA;Minério de Ferro;Paulo Menicucci;MG;Pedreira Rio das Velhas;MG;12.248;2.220.832
01/2016;FCA;Minério de Ferro;Silva Oliveira;MG;Intendente Câmara;MG;190.218;58.846.601
01/2016;FCA;Óleo Diesel;Candeias;BA;Montes Claros;MG;13.015;13.933.794
01/2016;FCA;Óleo Diesel;Embiruçu;MG;Desembargador Drumond;MG;4.772;847.674
01/2016;FCA;Óleo Diesel;Embiruçu;MG;Governador Valadares;MG;3.495;1.258.067
01/2016;FCA;Óleo Diesel;Embiruçu;MG;Tubarão;ES;3.239;2.210.540
01/2016;FCA;Óleo Diesel;Replan;SP;Brasília;DF;12.776;13.408.361
01/2016;FCA;Óleo Diesel;Replan;SP;Estação Pool;GO;7.927;8.080.085
01/2016;FCA;Óleo Diesel;Replan;SP;Ribeirão Preto;SP;5.303;1.501.959
01/2016;FCA;Outros - Comb e derivado -  Perigoso;Embiruçu;MG;Tubarão;ES;39.233;26.775.581
01/2016;FCA;Outros - Comb e derivado -  Perigoso;Replan;SP;Estação Pool;GO;22.295;22.725.561
01/2016;FCA;Outros - Combust, deriv. Petro., alcool;Candeias;BA;Montes Claros;MG;1.295;1.386.421
01/2016;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Divinopolis;MG;415;54.426
01/2016;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Governador Valadares;MG;1.609;579.178
01/2016;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Montes Claros;MG;96;53.750
01/2016;FCA;Outros - Combust, deriv. Petro., alcool;Embiruçu;MG;Wilson Lobato;MG;778;75.992
01/2016;FCA;Prd. Siderúrgicos - Outros;Parque Industrial;MG;Tubarão;ES;937;629.645
01/2016;FCA;Prd. Siderúrgicos - Tarugo;Capitão Eduardo;MG;Tubarão;ES;11.186;7.271.000
01/2016;FCA;Prd. Siderúrgicos - Tarugo;Parque Industrial;MG;Tubarão;ES;10.548;7.088.046
01/2016;FCA;Soja;Brejo Alegre;MG;Santos;SP;813;749.886
01/2016;FCA;Soja;Terminal Integrador Uberaba;MG;Conceiçãozinha;SP;1.171;957.059
01/2016;FCA;Toras de Madeira;Araguaia;ES;Aracruz;ES;11.144;2.135.012
01/2016;FCA;Toras de Madeira;Prudente de Morais;MG;Aracruz;ES;1.034;718.515
01/2016;FNSTN;Álcool;Porto Nacional;TO;Açailândia;MA;172;124.270
01/2016;FNSTN;Álcool;Porto Nacional;TO;Itaqui Base Combustível;MA;999;1.244.255
01/2016;FNSTN;Celulose;Suzano;MA;Itaqui;MA;133.760;82.516.544
01/2016;FNSTN;Gasolina;Itaqui Base Combustível;MA;Porto Nacional;TO;7.572;9.430.926
01/2016;FNSTN;Grãos - Milho;Palmeirante;TO;Ponta da Madeira Pêra do Píer;MA;56.284;54.972.583
01/2016;FNSTN;Grãos - Milho;Porto Franco;MA;Ponta da Madeira Pêra do Píer;MA;20.933;15.191.077
01/2016;FNSTN;Grãos - Milho;Porto Nacional;TO;Ponta da Madeira Pêra do Píer;MA;290;361.978
01/2016;FNSTN;Óleo Diesel;Itaqui Base Combustível;MA;Porto Nacional;TO;20.007;24.918.719
01/2016;FNSTN;Outros - Comb e derivado -  Perigoso;Porto Nacional;TO;Itaqui Base Combustível;MA;92;114.586
01/2016;FTC;Carvão Mineral;Mina Novo Horizonte;SC;Capivari;SC;11.499;635.446
01/2016;FTC;Carvão Mineral;Rio Fiorita;SC;Capivari;SC;190.973;15.062.804
01/2016;FTC;Carvão Mineral;Sangão;SC;Capivari;SC;2.933;205.460
01/2016;FTC;Carvão Mineral;Urussanga;SC;Capivari;SC;48.390;3.123.865
01/2016;FTC;Contêiner Cheio de 20 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;13.590;1.448.721
01/2016;FTC;Contêiner Cheio de 40 Pés;Eng. Paz Ferreira;SC;Imbituba;SC;2.190;233.458
01/2016;FTC;Contêiner Vazio de 20 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;1.024;109.160
01/2016;FTC;Contêiner Vazio de 40 Pés;Imbituba;SC;Eng. Paz Ferreira;SC;122;13.005
01/2016;FTL;Cimento acondicionado;Primavera;CE;São Luis - Tirirical;MA;4.559;5.228.640
01/2016;FTL;Cimento acondicionado;Primavera;CE;Teresina;PI;2.531;1.748.625
01/2016;FTL;Cimento acondicionado;Sobral;CE;Mucuripe;CE;17.948;4.671.649
01/2016;FTL;Cimento acondicionado;Sobral;CE;Teresina;PI;4.324;2.161.585
01/2016;FTL;Clínquer;Sobral;CE;Fábrica Votorantim Pecém;CE;1.827;362.117
01/2016;FTL;Clínquer;Sobral;CE;Itaqui;MA;3.137;3.011.689
01/2016;FTL;Clínquer;Sobral;CE;São Luis - Tirirical;MA;4.626;4.422.012
01/2016;FTL;Contêiner Cheio de 20 Pés;Pecem;CE;São Luis - Tirirical;MA;1.863;2.170.177
01/2016;FTL;Contêiner Cheio de 20 Pés;São Luis - Tirirical;MA;Pecem;CE;25;29.122
01/2016;FTL;Contêiner Vazio de 20 Pés;São Luis - Tirirical;MA;Pecem;CE;103;119.983
01/2016;FTL;Contêiner Vazio de 20 Pés;Teresina;PI;Pecem;CE;2;1.418
01/2016;FTL;Coque;Mucuripe;CE;Sobral;CE;5.025;1.307.947
01/2016;FTL;Farinha de Trigo;Mucuripe;CE;Sobral;CE;135;35.139
01/2016;FTL;Farinha de Trigo;Mucuripe;CE;Teresina;PI;1.215;923.633
01/2016;FTL;Ferro Gusa;Carga Ferro Gusa e Cruz;MA;Aracapé;CE;800;918.002
01/2016;FTL;Gasolina;Itaqui;MA;Itarare;PI;16.716;7.742.017
01/2016;FTL;Gasolina;Itaqui;MA;Teresina;PI;6.748;3.105.092
01/2016;FTL;Óleo Diesel;Itaqui;MA;Itarare;PI;22.241;10.300.918
01/2016;FTL;Óleo Diesel;Itaqui;MA;Teresina;PI;5.873;2.702.462
01/2016;FTL;Prd. Siderúrgicos - Bobina - BF;Pecem;CE;Teresina;PI;5.187;3.676.976
01/2016;MRS;Açúcar;Airosa Galvão;SP;Santos;SP;37.056;16.166.463
01/2016;MRS;Açúcar;Boa Vista Velha;SP;Santos;SP;55.218;14.989.920
01/2016;MRS;Açúcar;Itirapina;SP;Santos;SP;109.515;43.029.118
01/2016;MRS;Açúcar;Pradopolis;SP;Santos;SP;16.244;8.781.994
01/2016;MRS;Areia;Cruzeiro;SP;Santo André;SP;7.420;1.843.714
01/2016;MRS;Areia;Curuputuba;SP;Mooca;SP;36.317;6.157.220
01/2016;MRS;Areia;Curuputuba;SP;Santo André;SP;10.367;1.891.438
01/2016;MRS;Areia;Roseira;SP;Água Branca;SP;12.186;2.248.951
01/2016;MRS;Areia;Roseira;SP;Mooca;SP;11.973;2.133.469
01/2016;MRS;Bauxita;Barão de Angra;RJ;Alumínio;SP;80.566;54.694.082
01/2016;MRS;Calcário Siderúrgico;Cel. João Carlos Guedes;MG;Siderúrgica do Atlântico;RJ;5.022;2.182.486
01/2016;MRS;Calcário Siderúrgico;Itutinga;MG;Siderúrgica do Atlântico;RJ;10.513;3.540.505
01/2016;MRS;Carvão Mineral;Baia Sepetiba;RJ;Volta Redonda;RJ;168.139;20.007.868
01/2016;MRS;Celulose;Santos;SP;São Silvestre;SP;1.728;192.793
01/2016;MRS;Celulose;São Silvestre;SP;Santos;SP;72.936;8.137.469
01/2016;MRS;Cimento a Granel;Pedra do Sino;MG;São Bento;SP;15.308;9.975.076
01/2016;MRS;Cimento a Granel;Vespasiano;MG;C.Ermelino Matarazzo;SP;13.149;10.480.056
01/2016;MRS;Cimento a Granel;Wilson Lobato;MG;Deodoro;RJ;6.437;4.164.237
01/2016;MRS;Cimento a Granel;Wilson Lobato;MG;Santo André;SP;12.375;10.759.543
01/2016;MRS;Cimento acondicionado;Matozinhos;MG;São José dos Campos;SP;3.240;2.403.869
01/2016;MRS;Cimento acondicionado;Pedra do Sino;MG;Arará;RJ;18.657;9.898.247
01/2016;MRS;Cimento acondicionado;Pedra do Sino;MG;São José dos Campos;SP;700;419.066
01/2016;MRS;Cimento acondicionado;Volta Redonda;RJ;Arará;RJ;16.627;2.405.312
01/2016;MRS;Cimento acondicionado;Volta Redonda;RJ;Capuava;SP;7.394;2.662.409
01/2016;MRS;Cimento acondicionado;Volta Redonda;RJ;São José dos Campos;SP;12.502;2.950.359
01/2016;MRS;Contêiner Cheio de 20 Pés;Barnabé;SP;Boa Vista Velha;SP;6;1.086
01/2016;MRS;Contêiner Cheio de 20 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;3.250;615.131
01/2016;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Edmar Alves;SP;1.887;314.401
01/2016;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;2.019;494.849
01/2016;MRS;Contêiner Cheio de 20 Pés;Conceiçãozinha;SP;Ouro Fino;SP;1.119;56.102
01/2016;MRS;Contêiner Cheio de 20 Pés;Edmar Alves;SP;Conceiçãozinha;SP;3.496;582.483
01/2016;MRS;Contêiner Cheio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;477;116.911
01/2016;MRS;Contêiner Cheio de 20 Pés;Piaçaguera;SP;Conceiçãozinha;SP;293;4.981
01/2016;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Arará;RJ;668;367.854
01/2016;MRS;Contêiner Cheio de 20 Pés;Sarzedo Novo;MG;Brisamar;RJ;6.755;3.512.681
01/2016;MRS;Contêiner Cheio de 20 Pés - Perigoso;Eng. Neiva;SP;Conceiçãozinha;SP;9;2.206
01/2016;MRS;Contêiner Cheio de 40 Pés;Arará;RJ;Edmar Alves;SP;1.557;570.254
01/2016;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Boa Vista Velha;SP;1.748;316.578
01/2016;MRS;Contêiner Cheio de 40 Pés;Barnabé;SP;Edmar Alves;SP;153;23.861
01/2016;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Barnabé;SP;1.490;269.851
01/2016;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Conceiçãozinha;SP;6.437;1.218.337
01/2016;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Piaçaguera;SP;1.069;184.157
01/2016;MRS;Contêiner Cheio de 40 Pés;Boa Vista Velha;SP;Santos;SP;1.733;332.247
01/2016;MRS;Contêiner Cheio de 40 Pés;Brisamar;RJ;Floriano;RJ;559;79.111
01/2016;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;700;132.490
01/2016;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Edmar Alves;SP;526;87.639
01/2016;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;643;157.597
01/2016;MRS;Contêiner Cheio de 40 Pés;Conceiçãozinha;SP;Ouro Fino;SP;3.533;177.130
01/2016;MRS;Contêiner Cheio de 40 Pés;Edmar Alves;SP;Conceiçãozinha;SP;156;25.992
01/2016;MRS;Contêiner Cheio de 40 Pés;Santos;SP;Conceiçãozinha;SP;4.064;148.121
01/2016;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Barnabé;SP;88;4.926
01/2016;MRS;Contêiner Cheio de 40 Pés;Suzano Novo;SP;Conceiçãozinha;SP;11.232;720.376
01/2016;MRS;Contêiner Vazio de 20 Pés;Arará;RJ;Sarzedo Novo;MG;65;39.682
01/2016;MRS;Contêiner Vazio de 20 Pés;Barnabé;SP;Boa Vista Velha;SP;86;23.217
01/2016;MRS;Contêiner Vazio de 20 Pés;Brisamar;RJ;Sarzedo Novo;MG;492;285.272
01/2016;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;97;18.359
01/2016;MRS;Contêiner Vazio de 20 Pés;Conceiçãozinha;SP;Eng. Neiva;SP;69;16.912
01/2016;MRS;Contêiner Vazio de 20 Pés;Eng. Neiva;SP;Conceiçãozinha;SP;225;55.147
01/2016;MRS;Contêiner Vazio de 20 Pés;Piaçaguera;SP;Boa Vista Velha;SP;184;31.697
01/2016;MRS;Contêiner Vazio de 40 Pés;Boa Vista Velha;SP;Barnabé;SP;226;40.930
01/2016;MRS;Contêiner Vazio de 40 Pés;Conceiçãozinha;SP;Boa Vista Velha;SP;270;51.103
